wave_id,group_id,wave_number,health,attack,war3_armor,enabled
"tier1_437","tier1","437","137854184767335285391360","11471421147081577857024","4939780628","1"
"tier1_438","tier1","438","150674623950697468526592","12561206156054327459840","5137371853","1"
"tier1_439","tier1","439","164687363978112308084736","13754520740879489040384","5342866727","1"
"tier1_440","tier1","440","180003288828076741361664","15061200211263038160896","5556581396","1"
"tier1_441","tier1","441","196743594689087869550592","16492014231333027971072","5778844652","1"
"tier1_442","tier1","442","215040748995173047861248","18058755583309665796096","6009998438","1"
"tier1_443","tier1","443","235039538651724137889792","19774337363724082348032","6250398376","1"
"tier1_444","tier1","444","256898215746334495866880","21652899413277869604864","6500414311","1"
"tier1_445","tier1","445","280789749810743612538880","23709924857539268182016","6760430883","1"
"tier1_446","tier1","446","306903196543142756089856","25962367719005497589760","7030848118","1"
"tier1_447","tier1","447","335445193821654995697664","28428792652311021223936","7312082043","1"
"tier1_448","tier1","448","366641596847068947677184","31129527954280565178368","7604565325","1"
"tier1_449","tier1","449","400739265353846297198592","34086833109937221009408","7908747938","1"
"tier1_450","tier1","450","438008017031754000891904","37325082255381248344064","8225097855","1"
"tier1_451","tier1","451","478742762615707092910080","40870965069642473668608","8554101770","1"
"tier1_452","tier1","452","523265839538967830069248","44753706751258498433024","8896265840","1"
"tier1_453","tier1","453","571929562616091843231744","49005308892628062830592","9252116474","1"
"tier1_454","tier1","454","625119011939388391161856","53660813237427724353536","9622201133","1"
"tier1_455","tier1","455","683255080049751432888320","58758590494983357202432","10007089178","1"
"tier1_456","tier1","456","746797802494378276552704","64340656592006775046144","10407372746","1"
"tier1_457","tier1","457","816249998126355453050880","70453018968247408525312","10823667655","1"
"tier1_458","tier1","458","892161247952106489380864","77146055770230916907008","11256614362","1"
"tier1_459","tier1","459","975132244011652378263552","84474931068402847973376","11706878936","1"
"tier1_460","tier1","460","1065819542704736071319552","92500049519901113581568","12175154094","1"
"tier1_461","tier1","461","1164940760176276598161408","101287554224291735142400","12662160257","1"
"tier1_462","tier1","462","1273280250872670097244160","110909871875599426912256","13168646668","1"
"tier1_463","tier1","463","1391695314203828354547712","121446309703781370036224","13695392534","1"
"tier1_464","tier1","464","1521122978424784469098496","132983709125640607236096","14243208236","1"
"tier1_465","tier1","465","1662587415418289501765632","145617161492576470040576","14812936565","1"
"tier1_466","tier1","466","1817208045052190198333440","159450791834371208773632","15405454028","1"
"tier1_467","tier1","467","1986208393242043767324672","174598617058636491390976","16021672189","1"
"tier1_468","tier1","468","2170925773813553913921536","191185485679206955220992","16662539077","1"
"tier1_469","tier1","469","2372821870778214506299392","209348106818731584258048","17329040640","1"
"tier1_470","tier1","470","2593494304760588220235776","229236176966511090466816","18022202265","1"
"tier1_471","tier1","471","2834689275103322742718464","251013613778329640370176","18743090356","1"
"tier1_472","tier1","472","3098315377687931947843584","274859907087270965936128","19492813970","1"
"tier1_473","tier1","473","3386458707812909108428800","300971598260561715920896","20272526529","1"
"tier1_474","tier1","474","3701399367639509950791680","329563900095315014844416","21083427590","1"
"tier1_475","tier1","475","4045629508829984029933568","360872470604369979506688","21926764694","1"
"tier1_476","tier1","476","4421873053151172879187968","395155355311785069510656","22803835282","1"
"tier1_477","tier1","477","4833107247094231633756160","432695114066404709498880","23715988693","1"
"tier1_478","tier1","478","5282586221073994577084416","473801149902713054560256","24664628241","1"
"tier1_479","tier1","479","5773866739633875845120000","518812259143470869905408","25651213370","1"
"tier1_480","tier1","480","6310836346419826835587072","568099423762100562952192","26677261905","1"
"tier1_481","tier1","481","6897744126636869948538880","622068869019500139249664","27744352381","1"
"tier1_482","tier1","482","7539234330414099084607488","681165411576352570605568","28854126477","1"
"tier1_483","tier1","483","8240383123142609691738112","745876125676105988308992","30008291536","1"
"tier1_484","tier1","484","9006738753594872920276992","816734357615336080015360","31208623197","1"
"tier1_485","tier1","485","9844365457679195651964928","894324121588793054593024","32456968125","1"
"tier1_486","tier1","486","10759891445243359885524992","979284913139728292773888","33755246850","1"
"tier1_487","tier1","487","11760561349650993381376000","1072316979888002464481280","35105456724","1"
"tier1_488","tier1","488","12854293555168534423666688","1174187092977362638209024","36509674993","1"
"tier1_489","tier1","489","14049742855799207893139456","1285734866810212272046080","37970061993","1"
"tier1_490","tier1","490","15356368941388534235791360","1407879679157182176165888","39488864473","1"
"tier1_491","tier1","491","16784511252937665750761472","1541628248677114567458816","41068419051","1"
"tier1_492","tier1","492","18345470799460869573967872","1688082932301440405733376","42711155813","1"
"tier1_493","tier1","493","20051599583810727272513536","1848450810870076943630336","44419602046","1"
"tier1_494","tier1","494","21916398345105127537377280","2024053637902734301593600","46196386128","1"
"tier1_495","tier1","495","23954623391199904441303040","2216338733503494060244992","48044241573","1"
"tier1_496","tier1","496","26182403366581492569341952","2426890913186326119448576","49966011236","1"
"tier1_497","tier1","497","28617366879673574316048384","2657445549939026665930752","51964651685","1"
"tier1_498","tier1","498","31278781999483214163345408","2909902877183234470313984","54043237753","1"
"tier1_499","tier1","499","34187708725435154953142272","3186343650515641790627840","56204967263","1"
"tier1_500","tier1","500","37367165636900617380167680","3489046297314627277553664","58453165954","1"
"tier1_501","tier1","501","40842312041132380422930432","3820505695559516552167424","60791292592","1"
"tier1_502","tier1","502","44640647060957687911022592","4183453736637670723944448","63222944295","1"
"tier1_503","tier1","503","48792227237626752087883776","4580881841618249708470272","65751862067","1"
"tier1_504","tier1","504","53329904370726035487981568","5016065616571983124758528","68381936550","1"
"tier1_505","tier1","505","58289585477203549942185984","5492591850146321827627008","71117214012","1"
"tier1_506","tier1","506","63710516926583482139803648","6014388075910222009335808","73961902572","1"
"tier1_507","tier1","507","69635595000755743900041216","6585754943121692574089216","76920378675","1"
"tier1_508","tier1","508","76111705335826021305286656","7211401662718254061191168","79997193822","1"
"tier1_509","tier1","509","83190093932057835497062400","7896484820676488019836928","83197081575","1"
"tier1_510","tier1","510","90926772667739241256583168","8646650878640753479778304","86524964838","1"
"tier1_511","tier1","511","99382962525838968600133632","9468082712111624931508224","89985963432","1"
"tier1_512","tier1","512","108625578040742006612819968","10367550569762228661125120","93585401969","1"
"tier1_513","tier1","513","118727756798530998006448128","11352467873889638934380544","97328818048","1"
"tier1_514","tier1","514","129769438180794362249609216","12430952321909156168597504","101221970770","1"
"tier1_515","tier1","515","141837995931608238677557248","13611892792490525875765248","105270849601","1"
"tier1_516","tier1","516","155028929553247797212348416","14905022607777125361516544","109481683585","1"
"tier1_517","tier1","517","169446620001699868432138240","16320999755515952195698688","113860950928","1"
"tier1_518","tier1","518","185205155661857917885218816","17871494732289966967095296","118415388965","1"
"tier1_519","tier1","519","202429235138410707993755648","19569286731857514763124736","123152004524","1"
"tier1_520","tier1","520","221255154006282921085763584","21428368971383974284754944","128078084705","1"
"tier1_521","tier1","521","241831883328867206667698176","23464064023665450961338368","133201208093","1"
"tier1_522","tier1","522","264322248478451856853434368","25693150105913672517812224","138529256417","1"
"tier1_523","tier1","523","288904217586947859165478912","28133999365975471170781184","144070426674","1"
"tier1_524","tier1","524","315772309822534059477172224","30806729305743137689305088","149833243741","1"
"tier1_525","tier1","525","345139134636029648874504192","33733368589788732398239744","155826573490","1"
"tier1_526","tier1","526","377237074157180411648671744","36938038605818665390571520","162059636430","1"
"tier1_527","tier1","527","412320122053798197010104320","40447152273371437421559808","168542021887","1"
"tier1_528","tier1","528","450665893404801409746993152","44289631739341719423942656","175283702763","1"
"tier1_529","tier1","529","492577821491447939066757120","48497146754579184186556416","182295050873","1"
"tier1_530","tier1","530","538387558890152541737189376","53104375696264196505206784","189586852908","1"
"tier1_531","tier1","531","588457601866936759867146240","58149291387409295688597504","197170327025","1"
"tier1_532","tier1","532","643184158840561844518649856","63673474069213179723907072","205057140106","1"
"tier1_533","tier1","533","703000285612734128494477312","69722454105788441289555968","213259425710","1"
"tier1_534","tier1","534","768379312174718274901114880","76346087245838333505437696","221789802738","1"
"tier1_535","tier1","535","839838588206967095769956352","83598965534192986054721536","230661394848","1"
"tier1_536","tier1","536","917943576910214992658169856","91540867259941291726733312","239887850642","1"
"tier1_537","tier1","537","1003312329562864950691495936","100237249649635725865385984","249483364667","1"
"tier1_538","tier1","538","1096620376212211455152357376","109759788366351124632961024","259462699254","1"
"tier1_539","tier1","539","1198606071199947014790971392","120186968261154472110063616","269841207224","1"
"tier1_540","tier1","540","1310076435821542163032834048","131604730245964144297639936","280634855513","1"
"tier1_541","tier1","541","1431913544352945424490823680","144107179619330725035114496","291860249734","1"
"tier1_542","tier1","542","1565081503977769256884371456","157797361683167149411008512","303534659723","1"
"tier1_543","tier1","543","1710634083847701947033321472","172788111043068012112379904","315676046112","1"
"tier1_544","tier1","544","1869723053645538232505466880","189202981592159467765497856","328303087957","1"
"tier1_545","tier1","545","2043607297634572983013998592","207177264843414613251850240","341435211475","1"
"tier1_546","tier1","546","2233662776314588133270224896","226859105003539045319442432","355092619934","1"
"tier1_547","tier1","547","2441393414511845066883989504","248410719978875214939291648","369296324731","1"
"tier1_548","tier1","548","2668443002061446372780933120","272009738376868328747565056","384068177721","1"
"tier1_549","tier1","549","2916608201253161190564036608","297850663522670807437279232","399430904829","1"
"tier1_550","tier1","550","3187852763969704624383852544","326146476557324580357668864","415408141023","1"
"tier1_551","tier1","551","3484323071018887451869446144","357130391830270430609932288","432024466663","1"
"tier1_552","tier1","552","3808365116623643265262944256","391057779054146077881008128","449305445330","1"
"tier1_553","tier1","553","4162543072469642588660432896","428208268064289951156535296","467277663143","1"
"tier1_554","tier1","554","4549659578209318933790457856","468888053530397502013964288","485968769669","1"
"tier1_555","tier1","555","4972777918982786382982807552","513432418615785272608030720","505407520456","1"
"tier1_556","tier1","556","5435246265448183937701511168","562208498384284760118657024","525623821274","1"
"tier1_557","tier1","557","5940724168134864742641565696","615618305730791762164711424","546648774125","1"
"tier1_558","tier1","558","6493211515771407957554626560","674102044775217023894421504","568514725090","1"
"tier1_559","tier1","559","7097080186738148259890462720","738141739028862584127225856","591255314094","1"
"tier1_560","tier1","560","7757108644104795817162833920","808265204236604452653498368","614905526657","1"
"tier1_561","tier1","561","8478519748006541349871419392","885050398639081988355522560","639501747724","1"
"tier1_562","tier1","562","9267022084571150183592624128","969130186509794643246317568","665081817633","1"
"tier1_563","tier1","563","10128855138436266541537296384","1061197554228225178335182848","691685090338","1"
"tier1_564","tier1","564","11070838666310839976413102080","1162011321879906573025804288","719352493952","1"
"tier1_565","tier1","565","12100426662277745961166962688","1272402397458497679596191744","748126593710","1"
"tier1_566","tier1","566","13225766341869575913343025152","1393280625217054795605475328","778051657458","1"
"tier1_567","tier1","567","14455762611663448137944530944","1525642284612674997064826880","809173723756","1"
"tier1_568","tier1","568","15800148534548146899424116736","1670578301650879389791944704","841540672707","1"
"tier1_569","tier1","569","17269562348261127037170745344","1829283240307712445288284160","875202299615","1"
"tier1_570","tier1","570","18875631646649408341986508800","2003065148136945148206514176","910210391600","1"
"tier1_571","tier1","571","20631065389787803702620323840","2193356337209955004631220224","946618807264","1"
"tier1_572","tier1","572","22549754471038069315022618624","2401725189244900868884529152","984483559554","1"
"tier1_573","tier1","573","24646881636844607856965582848","2629889082223166208161611776","1023862901936","1"
"tier1_574","tier1","574","26939041629071153898369056768","2879728545034367374519697408","1064817418014","1"
"tier1_575","tier1","575","29444372500574774702966308864","3153302756812631783067615232","1107410114734","1"
"tier1_576","tier1","576","32182699143128227043900129280","3452866518709831895917527040","1151706519324","1"
"tier1_577","tier1","577","35175690163439151015490748416","3780888837987265802334633984","1197774780097","1"
"tier1_578","tier1","578","38447029348638988224834830336","4140073277596056006827180032","1245685771301","1"
"tier1_579","tier1","579","42022603078062414626723725312","4533380238967680802458959872","1295513202153","1"
"tier1_580","tier1","580","45930705164322215211174985728","4964051361669610792053374976","1347333730239","1"
"tier1_581","tier1","581","50202260744604178912441794560","5435636241028223712844840960","1401227079448","1"
"tier1_582","tier1","582","54871070993852371861384462336","5952021683925904883101728768","1457276162626","1"
"tier1_583","tier1","583","59974080596280641292205031424","6517463743898865478659997696","1515567209132","1"
"tier1_584","tier1","584","65551670091734736938953867264","7136622799569257429752348672","1576189897497","1"
"tier1_585","tier1","585","71647975410266066647443832832","7814601965528336236866961408","1639237493397","1"
"tier1_586","tier1","586","78311237123420814170579271680","8556989152253528580691066880","1704806993133","1"
"tier1_587","tier1","587","85594182175898957321141747712","9369903121717613273588695040","1772999272858","1"
"tier1_588","tier1","588","93554441118257548459690164224","10260043918280786479604039680","1843919243772","1"
"tier1_589","tier1","589","102255004142255500431256977408","11234748090517461909848981504","1917676013523","1"
"tier1_590","tier1","590","111764719527485251697527226368","12302049159116618999080681472","1994383054064","1"
"tier1_591","tier1","591","122158838443541375021255491584","13470743829232697979915206656","2074158376227","1"
"tier1_592","tier1","592","133519610418790724534305554432","14750464493009803111529709568","2157124711276","1"
"tier1_593","tier1","593","145936934187738259963263320064","16151758619845733076715962368","2243409699727","1"
"tier1_594","tier1","594","159509069067197910276139646976","17686175688731078587618164736","2333146087716","1"
"tier1_595","tier1","595","174343412490447305411693379584","19366362379160530866524913664","2426471931225","1"
"tier1_596","tier1","596","190557349852058895455937888256","21206166805180780111372222464","2523530808474","1"
"tier1_597","tier1","597","208279183388300358870697508864","23220752651672956333014908928","2624472040813","1"
"tier1_598","tier1","598","227649147443412310330439630848","25426724153581885359462023168","2729450922445","1"
"tier1_599","tier1","599","248820518155649642806271541248","27842262948172163962835566592","2838628959343","1"
"tier1_600","tier1","600","271960826344125065674151165952","30487277928248518725666340864","2952174117717","1"
"tier1_601","tier1","601","297253183194128675741592715264","33383569331432122968841388032","3070261082425","1"
"tier1_602","tier1","602","324897729231182591181193216000","36555008417918175156656668672","3193071525722","1"
"tier1_603","tier1","603","355113218049682580957137207296","40027734217620403621728354304","3320794386751","1"
"tier1_604","tier1","604","388138747328303083715255336960","43830368968294334401152548864","3453626162221","1"
"tier1_605","tier1","605","424235650829835242705120133120","47994254020282303777882505216","3591771208710","1"
"tier1_606","tier1","606","463689566357009933294913978368","52553708152209123164546924544","3735442057059","1"
"tier1_607","tier1","607","506812696028211766245292244992","57546310426668981420929581056","3884859739341","1"
"tier1_608","tier1","608","553946276758835528834155020288","63013209917202531005539287040","4040254128915","1"
"tier1_609","tier1","609","605463280497407236111956180992","68999464859336777168525983744","4201864294071","1"
"tier1_610","tier1","610","661771365583666071845302435840","75554414020973762555286650880","4369938865834","1"
"tier1_611","tier1","611","723316102582946958120857894912","82732083352966275935401672704","4544736420467","1"
"tier1_612","tier1","612","790584500123161029166747353088","90591631271498060186578321408","4726525877286","1"
"tier1_613","tier1","613","864108858634614983346419138560","99197836242290382765255819264","4915586912378","1"
"tier1_614","tier1","614","944470982487634090947768221696","108621630685307975637063958528","5112210388873","1"
"tier1_615","tier1","615","1032306783858984107004856893440","118940685600412215554477129728","5316698804428","1"
"tier1_616","tier1","616","1128311314757869644437432303616","130240050732451371458184085504","5529366756605","1"
"tier1_617","tier1","617","1233244267030351528969937879040","142612855552034237585001807872","5750541426869","1"
"tier1_618","tier1","618","1347935983864173923504354230272","156161076829477503525638373376","5980563083944","1"
"tier1_619","tier1","619","1473294030363542220550399066112","170996379128277865568925646848","6219785607302","1"
"tier1_620","tier1","620","1610310375187351658039110270976","187241035145464233594944749568","6468577031594","1"
"tier1_621","tier1","621","1760069240079775136212341227520","205028933484283347925072871424","6727320112857","1"
"tier1_622","tier1","622","1923755679407194206991590359040","224506682165290282162765955072","6996412917372","1"
"tier1_623","tier1","623","2102664957592063445571043590144","245834816970992828357825003520","7276269434067","1"
"tier1_624","tier1","624","2298212798648124978121356083200","269189124583237131218850938880","7567320211429","1"
"tier1_625","tier1","625","2511946588922400467386028261376","294762091418644656925423173632","7870013019887","1"
"tier1_626","tier1","626","2745557621692183710008503959552","322764490103415878398636982272","8184813540682","1"
"tier1_627","tier1","627","3000894480509556891866686816256","353427116663240365032196800512","8512206082309","1"
"tier1_628","tier1","628","3279977667196945114793785688064","387002692746248234190940143616","8852694325602","1"
"tier1_629","tier1","629","3585015590246261237901388939264","423767948557141750996147372032","9206802098626","1"
"tier1_630","tier1","630","3918422040139163591573013266432","464025903670070209600219512832","9575074182571","1"
"tier1_631","tier1","631","4282835289872105581535222038528","508108364518726924548236640256","9958077149874","1"
"tier1_632","tier1","632","4681138971830211728817820532736","556378659148005964436289355776","10356400235869","1"
"tier1_633","tier1","633","5116484896210421009207361798144","609234631767066470892460572672","10770656245303","1"
"tier1_634","tier1","634","5592317991557990182203944861696","667111921784937825385584787456","11201482495116","1"
"tier1_635","tier1","635","6112403564772882681429160361984","730487554354506874464906510336","11649541794920","1"
"tier1_636","tier1","636","6680857096296760362100406091776","799883872018185113388940525568","12115523466717","1"
"tier1_637","tier1","637","7302176806252359264926928207872","875872839859912566163963379712","12600144405386","1"
"tier1_638","tier1","638","7981279249233828784651523588096","959080759646604276838038503424","13104150181601","1"
"tier1_639","tier1","639","8723538219412573654659415146496","1050193431813031593769347055616","13628316188865","1"
"tier1_640","tier1","640","9534827273817943148657928830976","1149961807835269494550130851840","14173448836420","1"
"tier1_641","tier1","641","10421566210283011318799361114112","1259208179579620258380504891392","14740386789877","1"
"tier1_642","tier1","642","11390771867839332402772016365568","1378832956639683907784863121408","15330002261472","1"
"tier1_643","tier1","643","12450113651548389273646500151296","1509822087520453995836540452864","15943202351931","1"
"tier1_644","tier1","644","13607974221142389507620822056960","1653255185834897074775515987968","16580930446008","1"
"tier1_645","tier1","645","14873515823708632891506462556160","1810314428489212357396309999616","17244167663848","1"
"tier1_646","tier1","646","16256752795313533926458714488832","1982294299195687272391980875776","17933934370402","1"
"tier1_647","tier1","647","17768630805277691879057833066496","2170612257619277494307849764864","18651291745218","1"
"tier1_648","tier1","648","19421113470168516242025492774912","2376820422093109087076576395264","19397343415027","1"
"tier1_649","tier1","649","21227277022894189171268187586560","2602618362191954716342704144384","20173237151628","1"
"tier1_650","tier1","650","23201413786023347165418261315584","2849867106600189899296053657600","20980166637693","1"
"tier1_651","tier1","651","25359145268123519366032883974144","3120604481727208080466667110400","21819373303201","1"
"tier1_652","tier1","652","27717545778059003730726985138176","3417061907491292285161047064576","22692148235329","1"
"tier1_653","tier1","653","30295277535418486425466179682304","3741682788702964948105605152768","23599834164742","1"
"tier1_654","tier1","654","33112738346212409346979029581824","4097142653629746713877129723904","24543827531332","1"
"tier1_655","tier1","655","36192223012410162438966960193536","4486371205724572798062444937216","25525580632585","1"
"tier1_656","tier1","656","39558099752564305685804241387520","4912576470268406462340189388800","26546603857889","1"
"tier1_657","tier1","657","43237003029552785394008095457280","5379271234943905428106228269056","27608468012205","1"
"tier1_658","tier1","658","47258044311301189977087217238016","5890302002263576663326801788928","28712806732693","1"
"tier1_659","tier1","659","51653042432252200068495576137728","6449880692478615359849437855744","29861319002000","1"
"tier1_660","tier1","660","56456775378451661096998733348864","7062619358264084303172094394368","31055771762080","1"
"tier1_661","tier1","661","61707255488647653590437407490048","7733568197299172126199958732800","32298002632564","1"
"tier1_662","tier1","662","67446030249091882519065922633728","8468257176042593618926443167744","33589922737866","1"
"tier1_663","tier1","663","73718511062257434015472122068992","9272741607766639089486531657728","34933519647381","1"
"tier1_664","tier1","664","80574332591047381296640939786240","10153652060504469420181783838720","36330860433276","1"
"tier1_665","tier1","665","88067745522014784739816796848128","11118249006252395028408969461760","37784094850607","1"
"tier1_666","tier1","666","96258045855562146101734485786624","12174482661846371092437942665216","39295458644632","1"
"tier1_667","tier1","667","105210044120129427977024403668992","13331058514721776368737545355264","40867276990417","1"
"tier1_668","tier1","668","114994578223301453808118980935680","14597509073620343806464721158144","42501968070034","1"
"tier1_669","tier1","669","125689073998068493786089651175424","15984272435614276670740852899840","44202046792835","1"
"tier1_670","tier1","670","137378157879888848431986052694016","17502778316997631603381345714176","45970128664548","1"
"tier1_671","tier1","671","150154326562718519766899258032128","19165542257112408260775436615680","47808933811130","1"
"tier1_672","tier1","672","164118678933051323982735988490240","20986268771538084061914349961216","49721291163576","1"
"tier1_673","tier1","673","179381716073825097473418405609472","22979964304834201507364257923072","51710142810119","1"
"tier1_674","tier1","674","196064215668690846058051515973632","25163060913793450470419877330944","53778548522523","1"
"tier1_675","tier1","675","214298187725879053956852081491968","27553551700603830156621609172992","55929690463424","1"
"tier1_676","tier1","676","234227919184385825142159339159552","30171139112161193165816732844032","58166878081961","1"
"tier1_677","tier1","677","256011115668533691496083830603776","33037397327816500932105784524800","60493553205240","1"
"tier1_678","tier1","678","279820149425707319364871276986368","36175950073959070772455647739904","62913295333449","1"
"tier1_679","tier1","679","305843423322298082303607375396864","39612665330985185175480712560640","65429827146787","1"
"tier1_680","tier1","680","334286861691271844886556274851840","43375868537428775290171585200128","68047020232659","1"
"tier1_681","tier1","681","365375539828560114211215021965312","47496576048484502367482429833216","70768901041965","1"
"tier1_682","tier1","682","399355465032616148555877075386368","52008750773090532929661025910784","73599657083644","1"
"tier1_683","tier1","683","436495523280649500163371123605504","56949582096534125091211523915776","76543643366990","1"
"tier1_684","tier1","684","477089606945749876512851685801984","62359792395704872289124178984960","79605389101669","1"
"tier1_685","tier1","685","521458940391704552554612861698048","68283972673296836507670864199680","82789604665736","1"
"tier1_686","tier1","686","569954621848133047191211836702720","74770950077260027644240285663232","86101188852366","1"
"tier1_687","tier1","687","622960401680009394639260683862016","81874190334599739322678363815936","89545236406460","1"
"tier1_688","tier1","688","680895719036250276771450429898752","89652238416386703209261747404800","93127045862719","1"
"tier1_689","tier1","689","744219020906621633503931018510336","98169201065943451273140681834496","96852127697227","1"
"tier1_690","tier1","690","813431389850937307213331238486016","107495275167208048879899550679040","100726212805117","1"
"tier1_691","tier1","691","889080509107074458193311781879808","117707326308092827935008815579136","104755261317321","1"
"tier1_692","tier1","692","971764996454032425751615824199680","128889522307361653254162101567488","108945471770014","1"
"tier1_693","tier1","693","1062139141124257398832535613472768","141134026926561000585532306096128","113303290640815","1"
"tier1_694","tier1","694","1160918081248813291239446805479424","154541759484584286814102605529088","117835422266447","1"
"tier1_695","tier1","695","1268883462804952749918918837010432","169223226635619793340866412675072","122548839157105","1"
"tier1_696","tier1","696","1386889624845813466197727543033856","185299433166003669024505109413888","127450792723389","1"
"tier1_697","tier1","697","1515870359956474087713465956302848","202902879316774012357657527058432","132548824432325","1"
"tier1_698","tier1","698","1656846303432426183347195437121536","222178652851867501918374435225600","137850777409618","1"
"tier1_699","tier1","699","1810933009651641907173440467501056","243285624872794928111418888683520","143364808506003","1"
"tier1_700","tier1","700","1979349779549244062091002513457152","266397759235710444480563832160256","149099400846243","1"
"tier1_701","tier1","701","2163429309047324042619464752037888","291705546363102959584503503257600","155063376880093","1"
"tier1_702","tier1","702","2364628234788725254675894278029312","319417573267597713723433571844096","161265911955296","1"
"tier1_703","tier1","703","2584538660624076295803000567365632","349762242728019524809765421056000","167716548433508","1"
"tier1_704","tier1","704","2824900756062115260456088847253504","382989655787181361652294626574336","174425210370849","1"
"tier1_705","tier1","705","3087616526375892429894352659021824","419373673086963512106197144567808","181402218785683","1"
"tier1_706","tier1","706","3374764863328849999870031504080896","459214172030225070255867846197248","188658307537110","1"
"tier1_707","tier1","707","3688617995618432945518548267040768","502839518373096418783682034139136","196204639838594","1"
"tier1_708","tier1","708","4031659469210946965608875031527424","550609272618540589737058903261184","204052825432138","1"
"tier1_709","tier1","709","4406603799847564837990305378598912","602917153517301941798911826984960","212214938449424","1"
"tier1_710","tier1","710","4816417953233388263007546859585536","660194283101445629872688152444928","220703535987401","1"
"tier1_711","tier1","711","5264344822884093748472580723965952","722912739996082924358340865687552","229531677426897","1"
"tier1_712","tier1","712","5753928891412313099715626267574272","791589450295710709218086939000832","238712944523973","1"
"tier1_713","tier1","713","6289044278313658568477316910940160","866790448073803342606531599269888","248261462304932","1"
"tier1_714","tier1","714","6873925396196830106617792543326208","949135540640814623404779141857280","258191920797129","1"
"tier1_715","tier1","715","7513200458043134794636099204415488","1039303417001691897336082699649024","268519597629014","1"
"tier1_716","tier1","716","8211928100641144763716931669721088","1138037241616852592995365417910272","279260381534175","1"
"tier1_717","tier1","717","8975637414000772484579967841075200","1246150779570453629682177793851392","290430796795542","1"
"tier1_718","tier1","718","9810371693502842192741121327628288","1364535103629646754045598239817728","302048028667363","1"
"tier1_719","tier1","719","10722736260998607370980880524771328","1494165938474463263414068468252672","314129949814058","1"
"tier1_720","tier1","720","11719950733271476007196009024192512","1636111702629536953502687444336640","326695147806620","1"
"tier1_721","tier1","721","12809906151465723833879246093156352","1791542314379342942468164540170240","339762953718885","1"
"tier1_722","tier1","722","14001227423552036570093443656712192","1961738834245380572442955998035968","353353471867641","1"
"tier1_723","tier1","723","15303341573942375675964228737433600","2148104023498691772941897002123264","367487610742346","1"
"tier1_724","tier1","724","16726552340319015403261322172825600","2352173905731067507224047905669120","382187115172040","1"
"tier1_725","tier1","725","18282121707968683489888173752844288","2575630426775518747472106765680640","397474599778922","1"
"tier1_726","tier1","726","19982359026809769747034787687694336","2820315317319192898778287640150016","413373583770079","1"
"tier1_727","tier1","727","21840718416303079834612821940764672","3088245272464516056988606797971456","429908527120882","1"
"tier1_728","tier1","728","23871905229019264649753393950097408","3381628573348644641410048931659776","447104868205717","1"
"tier1_729","tier1","729","26091992415318055634991161081331712","3702883287816766493392401021796352","464989062933946","1"
"tier1_730","tier1","730","28518547709942632945924187617230848","4054657200159358586806434978070528","483588625451304","1"
"tier1_731","tier1","731","31170772646967296122018054321209344","4439849634174498260719139981099008","502932170469356","1"
"tier1_732","tier1","732","34069654503135257207016415544999936","4861635349421074791324708816027648","523049457288130","1"
"tier1_733","tier1","733","37238132371926835264883656744763392","5323490707616077259670830104707072","543971435579656","1"
"tier1_734","tier1","734","40701278682516030534077781181988864","5829222324839603775000683170758656","565730293002842","1"
"tier1_735","tier1","735","44486497599990021198502946131673088","6382998445699366485266806977069056","588359504722956","1"
"tier1_736","tier1","736","48623741876789089960230251296456704","6989383298040806653008212544978944","611893884911874","1"
"tier1_737","tier1","737","53145749871330476165858520020811776","7653374711354681636366241148960768","636369640308349","1"
"tier1_738","tier1","738","58088304609364203107479221046345728","8380445308933377734974586925088768","661824425920683","1"
"tier1_739","tier1","739","63490516938035070187222137382633472","9176587613282047801222904412110848","688297402957510","1"
"tier1_740","tier1","740","69395135013272334832133544616132608","10048363436543842993739730434129920","715829299075811","1"
"tier1_741","tier1","741","75848882569506659499658258388353024","11002957963015506319939710299930624","744462471038843","1"
"tier1_742","tier1","742","82902828648470775337468474450509824","12048238969501980538667842247065600","774240969880397","1"
"tier1_743","tier1","743","90612791712778553487026438763708416","13192821671604667825150158805401600","805210608675613","1"
"tier1_744","tier1","744","99039781342066954478761087657312256","14446139730407109539157166981644288","837419033022637","1"
"tier1_745","tier1","745","108250481006879196224042056661598208","15818523004795785395016484641570816","870915794343543","1"
"tier1_746","tier1","746","118317775740518951161148030727487488","17321282690251385560945372893806592","905752426117285","1"
"tier1_747","tier1","747","129321328884387202108366495590383616","18966804545825264030230260695957504","941982523161976","1"
"tier1_748","tier1","748","141348212470635205577211362397913088","20768650977678663386761587559759872","979661824088455","1"
"tier1_749","tier1","749","154493596230404281097844568702844928","22741672820558135728280250659897344","1018848297051994","1"
"tier1_750","tier1","750","168861500679831872433095550393384960","24902131738511158991401755946778624","1059602228934073","1"
"tier1_751","tier1","751","184565620243056230481947892255817728","27267834253669721078609910685499392","1101986318091436","1"
"tier1_752","tier1","752","201730222925660475707181973330984960","29858278507768344880837443398402048","1146065770815094","1"
"tier1_753","tier1","753","220491133657746866190408241962287104","32694814966006332963655691817451520","1191908401647698","1"
"tier1_754","tier1","754","240996809087917323049015753683501056","35800822387776937592798894517911552","1239584737713606","1"
"tier1_755","tier1","755","263409512333093641692632777144401920","39201900514615745003907822863253504","1289168127222150","1"
