stats_id,challenge_id,difficulty_id,health,attack,war3_armor,attack_speed,move_speed,attack_range,magic_resistance,enabled,notes
"hunt_08_N10","hunt_08","N10","10080000000","168000000","2498","1","280","160","0","1","神兵碎片sheet序号8，boss属性原文：100.8亿 / 1.68亿 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_09_N1","hunt_09","N1","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号9，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_09_N2","hunt_09","N2","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号9，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_09_N3","hunt_09","N3","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号9，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_09_N4","hunt_09","N4","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号9，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_09_N5","hunt_09","N5","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号9，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_09_N6","hunt_09","N6","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号9，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_09_N7","hunt_09","N7","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号9，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_09_N8","hunt_09","N8","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号9，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_09_N9","hunt_09","N9","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号9，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_09_N10","hunt_09","N10","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号9，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_10_N1","hunt_10","N1","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号10，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_10_N2","hunt_10","N2","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号10，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_10_N3","hunt_10","N3","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号10，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_10_N4","hunt_10","N4","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号10，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_10_N5","hunt_10","N5","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号10，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_10_N6","hunt_10","N6","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号10，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_10_N7","hunt_10","N7","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号10，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_10_N8","hunt_10","N8","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号10，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_10_N9","hunt_10","N9","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号10，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_10_N10","hunt_10","N10","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号10，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_11_N1","hunt_11","N1","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号11，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_11_N2","hunt_11","N2","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号11，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_11_N3","hunt_11","N3","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号11，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_11_N4","hunt_11","N4","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号11，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_11_N5","hunt_11","N5","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号11，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_11_N6","hunt_11","N6","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号11，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_11_N7","hunt_11","N7","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号11，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_11_N8","hunt_11","N8","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号11，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_11_N9","hunt_11","N9","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号11，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_11_N10","hunt_11","N10","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号11，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_12_N1","hunt_12","N1","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号12，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_12_N2","hunt_12","N2","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号12，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_12_N3","hunt_12","N3","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号12，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_12_N4","hunt_12","N4","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号12，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_12_N5","hunt_12","N5","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号12，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_12_N6","hunt_12","N6","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号12，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_12_N7","hunt_12","N7","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号12，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_12_N8","hunt_12","N8","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号12，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_12_N9","hunt_12","N9","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号12，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_12_N10","hunt_12","N10","330000000","550000200000000","2998","1","280","160","0","1","神兵碎片sheet序号12，boss属性原文：3.3亿 / 5500002亿 / 2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_4_N1","cage_4","N1","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号28，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_4_N2","cage_4","N2","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号28，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_4_N3","cage_4","N3","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号28，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_4_N4","cage_4","N4","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号28，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_4_N5","cage_4","N5","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号28，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_4_N6","cage_4","N6","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号28，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_4_N7","cage_4","N7","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号28，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_4_N8","cage_4","N8","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号28，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_4_N9","cage_4","N9","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号28，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_4_N10","cage_4","N10","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号28，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_5_N1","cage_5","N1","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号37，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_5_N2","cage_5","N2","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号37，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_5_N3","cage_5","N3","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号37，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_5_N4","cage_5","N4","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号37，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_5_N5","cage_5","N5","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号37，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_5_N6","cage_5","N6","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号37，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_5_N7","cage_5","N7","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号37，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_5_N8","cage_5","N8","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号37，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_5_N9","cage_5","N9","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号37，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_5_N10","cage_5","N10","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号37，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_6_N1","cage_6","N1","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号46，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_6_N2","cage_6","N2","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号46，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_6_N3","cage_6","N3","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号46，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_6_N4","cage_6","N4","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号46，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_6_N5","cage_6","N5","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号46，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_6_N6","cage_6","N6","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号46，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_6_N7","cage_6","N7","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号46，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_6_N8","cage_6","N8","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号46，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_6_N9","cage_6","N9","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号46，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_6_N10","cage_6","N10","450000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号46，怪物属性原文：4.5亿  15000002   2998；按原表单位换算，各难度共用，其余属性保持现值。"
"social_friend_N1","social_friend","N1","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_friend_N2","social_friend","N2","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_friend_N3","social_friend","N3","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_friend_N4","social_friend","N4","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_friend_N5","social_friend","N5","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_friend_N6","social_friend","N6","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_friend_N7","social_friend","N7","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_friend_N8","social_friend","N8","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_friend_N9","social_friend","N9","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_friend_N10","social_friend","N10","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_ex_N1","social_ex","N1","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_ex_N2","social_ex","N2","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_ex_N3","social_ex","N3","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_ex_N4","social_ex","N4","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_ex_N5","social_ex","N5","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_ex_N6","social_ex","N6","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_ex_N7","social_ex","N7","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_ex_N8","social_ex","N8","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_ex_N9","social_ex","N9","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_ex_N10","social_ex","N10","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_beast_N1","social_beast","N1","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_beast_N2","social_beast","N2","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_beast_N3","social_beast","N3","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_beast_N4","social_beast","N4","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_beast_N5","social_beast","N5","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_beast_N6","social_beast","N6","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_beast_N7","social_beast","N7","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_beast_N8","social_beast","N8","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_beast_N9","social_beast","N9","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
"social_beast_N10","social_beast","N10","32000000","1980002","7992","1","280","160","0","1","工作簿社交存档挑战属性，N1-N10一致。"
