icon_id,category_id,item_id,display_name,source_table,source_key,icon_path,display_width,display_height,enabled,art_status
archive_lottery_aaron_cannon_v2,points,lottery_aaron_cannon,亚伦巨炮,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_aaron_cannon.png,93,74,1,generated_review
archive_cage_21_v2,pet,cage_21,冰霜核心,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_21.png,93,74,1,generated_review
archive_cage_22_v2,pet,cage_22,白骨之刺,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_22.png,93,74,1,generated_review
archive_cage_23_v2,pet,cage_23,凛风护甲,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_23.png,93,74,1,generated_review
archive_cage_24_v2,pet,cage_24,霜寒悲叹,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_24.png,93,74,1,generated_review
archive_cage_25_v2,pet,cage_25,极寒龙息,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_25.png,93,74,1,generated_review
archive_cage_26_v2,pet,cage_26,绝望龙环,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_26.png,93,74,1,generated_review
archive_cage_27_v2,pet,cage_27,冰龙之魂,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_27.png,93,74,1,generated_review
archive_friend_21_v2,friend,friend_21,夜神月,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_21.png,93,74,1,generated_head_only_v2
archive_friend_22_v2,friend,friend_22,爱德华,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_22.png,93,74,1,generated_head_only_v2
archive_friend_23_v2,friend,friend_23,自来也,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_23.png,93,74,1,generated_head_only_v2
archive_friend_24_v2,friend,friend_24,桐谷和人,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_24.png,93,74,1,generated_head_only_v2
archive_friend_25_v2,friend,friend_25,萧炎,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_25.png,93,74,1,generated_head_only_v2
archive_friend_26_v2,friend,friend_26,唐三,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_26.png,93,74,1,generated_head_only_v2
archive_friend_27_v2,friend,friend_27,石昊,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_27.png,93,74,1,generated_head_only_v2
archive_ex_21_v2,ex,ex_21,祢豆子,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_21.png,93,74,1,generated_head_only_v2
archive_ex_22_v2,ex,ex_22,绫波丽,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_22.png,93,74,1,generated_head_only_v2
archive_ex_23_v2,ex,ex_23,明日香,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_23.png,93,74,1,generated_head_only_v2
archive_ex_24_v2,ex,ex_24,三笠,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_24.png,93,74,1,generated_head_only_v2
archive_ex_25_v2,ex,ex_25,蕾姆,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_25.png,93,74,1,generated_head_only_v2
archive_ex_26_v2,ex,ex_26,蝴蝶忍,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_26.png,93,74,1,generated_head_only_v2
archive_ex_27_v2,ex,ex_27,祈,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_27.png,93,74,1,generated_head_only_v2
archive_beast_21_v2,beast,beast_21,化血神刀,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_21.png,93,74,1,generated_review
archive_beast_22_v2,beast,beast_22,风火圈,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_22.png,93,74,1,generated_review
archive_beast_23_v2,beast,beast_23,六魂幡,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_23.png,93,74,1,generated_review
archive_beast_24_v2,beast,beast_24,灭世黑莲,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_24.png,93,74,1,generated_review
archive_beast_25_v2,beast,beast_25,功德金莲,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_25.png,93,74,1,generated_review
archive_beast_26_v2,beast,beast_26,番天印,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_26.png,93,74,1,generated_review
archive_star_blessing_021_v2,fishing,star_blessing_021,定海,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_021.png,93,74,1,generated_review
archive_star_blessing_022_v2,fishing,star_blessing_022,太玄,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_022.png,93,74,1,generated_review
archive_star_blessing_023_v2,fishing,star_blessing_023,归墟,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_023.png,93,74,1,generated_review
archive_star_blessing_024_v2,fishing,star_blessing_024,坤舆,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_024.png,93,74,1,generated_review
archive_star_blessing_025_v2,fishing,star_blessing_025,霍云,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_025.png,93,74,1,generated_review
archive_star_blessing_026_v2,fishing,star_blessing_026,北冥,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_026.png,93,74,1,generated_review
archive_lottery_darksteel_wall_v2,points,lottery_darksteel_wall,玄铁城墙,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_darksteel_wall.png,93,74,1,generated_review
archive_lottery_lumber_legacy_v2,points,lottery_lumber_legacy,伐木传承,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_lumber_legacy.png,93,74,1,generated_review
archive_lottery_titan_shield_v2,points,lottery_titan_shield,泰坦巨盾,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_titan_shield.png,93,74,1,generated_review
archive_lottery_reincarnation_orb_v2,points,lottery_reincarnation_orb,轮回宝珠,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_reincarnation_orb.png,93,74,1,generated_review
archive_lottery_time_orb_v2,points,lottery_time_orb,时间宝珠,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_time_orb.png,93,74,1,generated_review
archive_lottery_divine_tower_blessing_v2,points,lottery_divine_tower_blessing,神塔赐福,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_divine_tower_blessing.png,93,74,1,generated_review
archive_lottery_abundance_blessing_v2,points,lottery_abundance_blessing,丰饶赐福,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_abundance_blessing.png,93,74,1,generated_review
archive_lottery_omniscience_blessing_v2,points,lottery_omniscience_blessing,全知赐福,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_omniscience_blessing.png,93,74,1,generated_review
archive_lottery_unbreakable_fortress_v2,points,lottery_unbreakable_fortress,不破要塞,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_unbreakable_fortress.png,93,74,1,generated_review
archive_lottery_struggle_diary_v2,points,lottery_struggle_diary,奋斗日记,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_struggle_diary.png,93,74,1,generated_review
archive_lottery_chosen_hero_v2,points,lottery_chosen_hero,神选英雄,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_chosen_hero.png,93,74,1,generated_review
archive_lottery_chief_god_blessing_v2,points,lottery_chief_god_blessing,主神赐福,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_chief_god_blessing.png,93,74,1,generated_review
archive_lottery_ember_of_legacy_v2,points,lottery_ember_of_legacy,薪火余烬,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_ember_of_legacy.png,93,74,1,generated_review
archive_lottery_lumber_immortal_v2,points,lottery_lumber_immortal,伐木仙人,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_lumber_immortal.png,93,74,1,generated_review
archive_lottery_supreme_fishing_rod_v2,points,lottery_supreme_fishing_rod,极品钓鱼杆,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_supreme_fishing_rod.png,93,74,1,generated_review
archive_lottery_flame_wall_v2,points,lottery_flame_wall,烈焰城墙,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_flame_wall.png,93,74,1,generated_review
archive_lottery_magical_girl_juggernaut_v2,points,lottery_magical_girl_juggernaut,魔法少女（剑圣）,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_magical_girl_juggernaut.png,93,74,1,generated_review
archive_lottery_forest_burning_edge_v2,points,lottery_forest_burning_edge,焚林之锋,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_forest_burning_edge.png,93,74,1,generated_review
archive_cage_28_v2,pet,cage_28,绿龙之牙,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_28.png,93,74,1,generated_review
archive_cage_29_v2,pet,cage_29,绿龙之爪,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_29.png,93,74,1,generated_review
archive_cage_30_v2,pet,cage_30,翡翠沙漏,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_30.png,93,74,1,generated_review
archive_cage_31_v2,pet,cage_31,源生胸甲,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_31.png,93,74,1,generated_review
archive_cage_32_v2,pet,cage_32,翡翠之血,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_32.png,93,74,1,generated_review
archive_cage_33_v2,pet,cage_33,梦魇咆哮,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_33.png,93,74,1,generated_review
archive_cage_34_v2,pet,cage_34,源生鳞片,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_34.png,93,74,1,generated_review
archive_cage_35_v2,pet,cage_35,腐梦呓语,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_35.png,93,74,1,generated_review
archive_cage_36_v2,pet,cage_36,绿龙之魂,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_36.png,93,74,1,generated_review
archive_cage_37_v2,pet,cage_37,蓝龙之牙,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_37.png,93,74,1,generated_review
archive_cage_38_v2,pet,cage_38,蓝龙之爪,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_38.png,93,74,1,generated_review
archive_cage_39_v2,pet,cage_39,星界沙漏,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_39.png,93,74,1,generated_review
archive_cage_40_v2,pet,cage_40,奥能胸甲（疑似）,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_40.png,93,74,1,generated_review
archive_cage_41_v2,pet,cage_41,星核之血,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_41.png,93,74,1,generated_review
archive_cage_42_v2,pet,cage_42,虚空咆哮,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_42.png,93,74,1,generated_review
archive_cage_43_v2,pet,cage_43,奥能碎片,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_43.png,93,74,1,generated_review
archive_cage_44_v2,pet,cage_44,星界呓语（疑似）,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_44.png,93,74,1,generated_review
archive_friend_28_v2,friend,friend_28,叶凡,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_28.png,93,74,1,generated_head_only_v2
archive_friend_29_v2,friend,friend_29,韩立,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_29.png,93,74,1,generated_head_only_v2
archive_friend_30_v2,friend,friend_30,叶修,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_30.png,93,74,1,generated_head_only_v2
archive_friend_31_v2,friend,friend_31,王林,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_31.png,93,74,1,generated_head_only_v2
archive_friend_32_v2,friend,friend_32,张小凡,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_32.png,93,74,1,generated_head_only_v2
archive_friend_33_v2,friend,friend_33,范闲,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_33.png,93,74,1,generated_head_only_v2
archive_friend_34_v2,friend,friend_34,许七安,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_34.png,93,74,1,generated_head_only_v2
archive_friend_35_v2,friend,friend_35,秦羽,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_35.png,93,74,1,generated_head_only_v2
archive_friend_36_v2,friend,friend_36,徐凤年,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_36.png,93,74,1,generated_head_only_v2
archive_friend_37_v2,friend,friend_37,牧尘,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_37.png,93,74,1,generated_head_only_v2
archive_friend_38_v2,friend,friend_38,老天师,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_38.png,93,74,1,generated_head_only_v2
archive_friend_39_v2,friend,friend_39,唐三,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_39.png,93,74,1,generated_head_only_v2
archive_friend_40_v2,friend,friend_40,袁天罡,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_40.png,93,74,1,generated_head_only_v2
archive_ex_28_v2,ex,ex_28,云韵,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_28.png,93,74,1,generated_head_only_v2
archive_ex_29_v2,ex,ex_29,火灵儿,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_29.png,93,74,1,generated_head_only_v2
archive_ex_30_v2,ex,ex_30,宁荣荣,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_30.png,93,74,1,generated_head_only_v2
archive_ex_31_v2,ex,ex_31,美杜莎女王,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_31.png,93,74,1,generated_head_only_v2
archive_ex_32_v2,ex,ex_32,涂山雅雅,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_32.png,93,74,1,generated_head_only_v2
archive_ex_33_v2,ex,ex_33,贞德,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_33.png,93,74,1,generated_head_only_v2
archive_ex_34_v2,ex,ex_34,阿尔托莉雅,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_34.png,93,74,1,generated_head_only_v2
archive_ex_35_v2,ex,ex_35,玛修,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_35.png,93,74,1,generated_head_only_v2
archive_ex_36_v2,ex,ex_36,德克萨斯,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_36.png,93,74,1,generated_head_only_v2
archive_ex_37_v2,ex,ex_37,阿米娅,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_37.png,93,74,1,generated_head_only_v2
archive_ex_38_v2,ex,ex_38,时崎狂三,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_38.png,93,74,1,generated_head_only_v2
archive_ex_39_v2,ex,ex_39,宝儿姐,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_39.png,93,74,1,generated_head_only_v2
archive_ex_40_v2,ex,ex_40,小舞,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_40.png,93,74,1,generated_head_only_v2
archive_beast_27_v2,beast,beast_27,混沌钟,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_27.png,93,74,1,generated_review
archive_beast_28_v2,beast,beast_28,诛仙剑,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_28.png,93,74,1,generated_review
archive_beast_29_v2,beast,beast_29,戮仙剑,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_29.png,93,74,1,generated_review
archive_beast_30_v2,beast,beast_30,陷仙剑,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_30.png,93,74,1,generated_review
archive_beast_31_v2,beast,beast_31,绝仙剑,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_31.png,93,74,1,generated_review
archive_beast_32_v2,beast,beast_32,盘古幡,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_32.png,93,74,1,generated_review
archive_beast_33_v2,beast,beast_33,七禽扇,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_33.png,93,74,1,generated_review
archive_beast_34_v2,beast,beast_34,斩仙飞刀,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_34.png,93,74,1,generated_review
archive_beast_35_v2,beast,beast_35,七宝妙树,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_35.png,93,74,1,generated_review
archive_beast_36_v2,beast,beast_36,社稷图,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_36.png,93,74,1,generated_review
archive_beast_37_v2,beast,beast_37,玄黄塔,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_37.png,93,74,1,generated_review
archive_beast_38_v2,beast,beast_38,开天斧,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_38.png,93,74,1,generated_review
archive_beast_39_v2,beast,beast_39,混沌珠,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_39.png,93,74,1,generated_review
archive_beast_40_v2,beast,beast_40,造化玉碟,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_40.png,93,74,1,generated_review
archive_lottery_endless_growth_ring_v2,points,lottery_endless_growth_ring,无尽年轮,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_endless_growth_ring.png,93,74,1,generated_review
archive_lottery_lumber_fury_v2,points,lottery_lumber_fury,伐木之怒,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_lumber_fury.png,93,74,1,generated_review
archive_lottery_candle_dragon_wing_v2,points,lottery_candle_dragon_wing,烛龙之翼,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_candle_dragon_wing.png,93,74,1,generated_review
archive_lottery_oak_bulwark_v2,points,lottery_oak_bulwark,橡木壁垒,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_oak_bulwark.png,93,74,1,generated_review
archive_lottery_seed_of_all_wood_v2,points,lottery_seed_of_all_wood,万木之种,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_seed_of_all_wood.png,93,74,1,generated_review
archive_lottery_sharpwood_tower_core_v2,points,lottery_sharpwood_tower_core,锐木塔源,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_sharpwood_tower_core.png,93,74,1,generated_review
archive_lottery_hero_medal_v2,points,lottery_hero_medal,英雄勋章,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_hero_medal.png,93,74,1,generated_review
archive_lottery_monkey_king_v2,points,lottery_monkey_king,齐天大圣,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_monkey_king.png,93,74,1,generated_review
archive_lottery_immortal_nirvana_v2,points,lottery_immortal_nirvana,不灭涅槃,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_immortal_nirvana.png,93,74,1,generated_review
archive_lottery_soul_lock_box_v2,points,lottery_soul_lock_box,锁魂匣,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_soul_lock_box.png,93,74,1,generated_review
archive_lottery_sky_turning_seal_v2,points,lottery_sky_turning_seal,焕天印,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_sky_turning_seal.png,93,74,1,generated_review
archive_lottery_heaven_devouring_pill_v2,points,lottery_heaven_devouring_pill,万噬通天丹,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_heaven_devouring_pill.png,93,74,1,generated_review
archive_lottery_heaven_reaching_tower_seal_v2,points,lottery_heaven_reaching_tower_seal,通天塔印,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_heaven_reaching_tower_seal.png,93,74,1,generated_review
archive_lottery_sovereign_under_heaven_v2,points,lottery_sovereign_under_heaven,君临天下,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_sovereign_under_heaven.png,93,74,1,generated_review
archive_lottery_greenwood_rampart_v2,points,lottery_greenwood_rampart,青林筑垣,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_greenwood_rampart.png,93,74,1,generated_review
archive_lottery_lumber_expert_v2,points,lottery_lumber_expert,伐木高手,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_lumber_expert.png,93,74,1,generated_review
archive_lottery_woodforged_thousand_arrows_v2,points,lottery_woodforged_thousand_arrows,木筑万锋,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_woodforged_thousand_arrows.png,93,74,1,generated_review
archive_lottery_greenwood_nirvana_v2,points,lottery_greenwood_nirvana,青林涅槃,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_greenwood_nirvana.png,93,74,1,generated_review
archive_lottery_fallen_sky_mine_v2,points,lottery_fallen_sky_mine,堕落天矿,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_fallen_sky_mine.png,93,74,1,generated_review
archive_lottery_jade_purity_sword_immortal_v2,points,lottery_jade_purity_sword_immortal,玉清剑仙,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_jade_purity_sword_immortal.png,93,74,1,generated_review
archive_lottery_immortal_slaying_sword_array_v2,points,lottery_immortal_slaying_sword_array,诛仙剑阵,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_immortal_slaying_sword_array.png,93,74,1,generated_review
archive_lottery_investiture_of_gods_v2,points,lottery_investiture_of_gods,封神榜,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_investiture_of_gods.png,93,74,1,generated_review
archive_lottery_heavenly_puppet_v2,points,lottery_heavenly_puppet,天道傀儡,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_heavenly_puppet.png,93,74,1,generated_review
archive_lottery_mountain_sea_kunpeng_v2,points,lottery_mountain_sea_kunpeng,山海鲲鹏,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_mountain_sea_kunpeng.png,93,74,1,generated_review
archive_lottery_reincarnation_immortal_stele_v2,points,lottery_reincarnation_immortal_stele,轮回仙碑,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_reincarnation_immortal_stele.png,93,74,1,generated_review
archive_lottery_ancient_pine_fortification_v2,points,lottery_ancient_pine_fortification,苍松固城,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_ancient_pine_fortification.png,93,74,1,generated_review
archive_lottery_woodcraft_grandmaster_v2,points,lottery_woodcraft_grandmaster,研木宗师,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_woodcraft_grandmaster.png,93,74,1,generated_review
archive_lottery_forestcast_thousand_bolts_v2,points,lottery_forestcast_thousand_bolts,林铸千矢,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_forestcast_thousand_bolts.png,93,74,1,generated_review
archive_lottery_emerald_wood_origin_v2,points,lottery_emerald_wood_origin,翠木归元,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_emerald_wood_origin.png,93,74,1,generated_review
archive_lottery_dimensional_barrier_v2,points,lottery_dimensional_barrier,次元屏障,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_dimensional_barrier.png,93,74,1,generated_review
archive_lottery_orbital_cannon_core_v2,points,lottery_orbital_cannon_core,轨道炮核心,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_orbital_cannon_core.png,93,74,1,generated_review
archive_lottery_nano_cluster_v2,points,lottery_nano_cluster,纳米集群,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_nano_cluster.png,93,74,1,generated_review
archive_lottery_cyber_overlord_v2,points,lottery_cyber_overlord,赛博主宰,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_cyber_overlord.png,93,74,1,generated_review
archive_lottery_neural_reconstruction_module_v2,points,lottery_neural_reconstruction_module,神经重构模块,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_neural_reconstruction_module.png,93,74,1,generated_review
archive_lottery_void_signal_terminal_v2,points,lottery_void_signal_terminal,虚空信号终端,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_void_signal_terminal.png,93,74,1,generated_review
archive_lottery_nitride_alloy_wall_v2,points,lottery_nitride_alloy_wall,氮化合金护墙,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_nitride_alloy_wall.png,93,74,1,generated_review
archive_lottery_data_unit_v2,points,lottery_data_unit,数据单元,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_data_unit.png,93,74,1,generated_review
archive_lottery_pulse_conduction_turret_v2,points,lottery_pulse_conduction_turret,脉冲传导炮台,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_pulse_conduction_turret.png,93,74,1,generated_review
archive_lottery_cybernetic_implant_v2,points,lottery_cybernetic_implant,义体插件,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_cybernetic_implant.png,93,74,1,generated_review
archive_lottery_crystalline_armor_v2,points,lottery_crystalline_armor,晶态护甲,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_crystalline_armor.png,93,74,1,generated_review
archive_lottery_signal_hub_v2,points,lottery_signal_hub,信号枢纽,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_signal_hub.png,93,74,1,generated_review
archive_lottery_magnetic_disruption_turret_v2,points,lottery_magnetic_disruption_turret,磁扰炮台,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_magnetic_disruption_turret.png,93,74,1,generated_review
archive_lottery_rift_implant_v2,points,lottery_rift_implant,裂痕插件,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_rift_implant.png,93,74,1,generated_review
archive_daily_growth_gem_v2,points,daily_growth_gem,成长宝石,../存档系统/archive_daily_items.csv,item_id,custom_game/archive_items_v2/daily_growth_gem.png,93,74,1,generated_review
archive_daily_regen_shard_v2,points,daily_regen_shard,回血碎片,../存档系统/archive_daily_items.csv,item_id,custom_game/archive_items_v2/daily_regen_shard.png,93,74,1,generated_review
