wave_id,difficulty_id,wave_number,batch_id,spawn_order,archetype_id,monster_count,wait_seconds,spawn_interval,attack_speed,health,attack,armor,is_boss,boss_warning,enabled,member_role,movement_type_override,model_scale_multiplier,notes
n3_wave_23_23n1,N3,23,23N1,1062,dragon_black_red_large,6,0,1,1.3,2000000,144002,1260,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍
n3_wave_23_23n2,N3,23,23N2,1063,dragon_black_red_small,53,0,1,1.2,2000000,144002,1260,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍
n3_wave_23_23l,N3,23,23L,1064,flying_red_gargoyle,1,0,1,1.1,20000000,576002,840,0,0,1,wave_leader,flying,1.15,N3工作簿首怪Boss；独立wave_leader身份；模型略大
n3_wave_24_24n1,N3,24,24N1,1065,stitcher_large,4,0,1,1.4,2400000,160002,435,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_24_24n2,N3,24,24N2,1066,stitcher_small,18,0,1,1.3,2400000,160002,435,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_24_24n3,N3,24,24N3,1067,humanoid_red_sword,18,0,1,1,2400000,160002,435,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_24_24n4,N3,24,24N4,1068,flying_black_bone,19,0,1,1.1,2400000,160002,1305,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍
n3_wave_24_24l,N3,24,24L,1069,stitcher_large,1,0,1,1.4,24000000,640002,900,0,0,1,wave_leader,,1.15,N3工作簿首怪Boss；独立wave_leader身份；模型略大
n3_wave_25_25n1,N3,25,25N1,1070,golem_green_fire,59,0,1,1.4,4000000,208002,480,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_25_25l,N3,25,25L,1071,golem_green_fire,1,0,1,1.4,4000000,208002,480,0,0,1,wave_leader,,1.15,N3工作簿首怪Boss；独立wave_leader身份；模型略大
n3_wave_25_25b,N3,25,25B,1072,boss_twinblade_demon,1,0,1,1.4,4000040,800002,2994,1,1,1,assault_boss,flying,1,N3工作簿进攻Boss；独立assault_boss身份
n3_wave_26_26n1,N3,26,26N1,1073,sea_beast_large,7,0,1,1.3,4800000,240002,495,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_26_26n2,N3,26,26N2,1074,sea_beast_small,52,0,1,1.2,4800000,240002,495,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_26_26l,N3,26,26L,1075,sea_beast_large,1,0,1,1.3,48000000,960002,990,0,0,1,wave_leader,,1.15,N3工作簿首怪Boss；独立wave_leader身份；模型略大
n3_wave_27_27n1,N3,27,27N1,1076,armored_horned_large,5,0,1,1.3,5600000,320002,510,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_27_27n2,N3,27,27N2,1077,armored_horned_small,54,0,1,1.2,5600000,320002,510,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_27_27l,N3,27,27L,1078,armored_horned_large,1,0,1,1.3,56000000,1280002,1020,0,0,1,wave_leader,,1.15,N3工作簿首怪Boss；独立wave_leader身份；模型略大
n3_wave_28_28n1,N3,28,28N1,1079,dragon_black_red_large,6,0,1,1.3,6400000,400002,525,0,0,1,normal,ground,1,N3工作簿数量；沿用N1模型映射
n3_wave_28_28n2,N3,28,28N2,1080,dragon_black_red_small,53,0,1,1.2,6400000,400002,525,0,0,1,normal,ground,1,N3工作簿数量；沿用N1模型映射
n3_wave_28_28l,N3,28,28L,1081,dragon_black_red_large,1,0,1,1.3,64000000,1600002,1050,0,0,1,wave_leader,,1.15,N3工作簿首怪Boss；独立wave_leader身份；模型略大
n3_wave_29_29n1,N3,29,29N1,1082,stitcher_large,7,0,1,1.4,8000000,480002,540,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_29_29n2,N3,29,29N2,1083,stitcher_small,26,0,1,1.3,8000000,480002,540,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_29_29n3,N3,29,29N3,1084,humanoid_red_sword,26,0,1,1,8000000,480002,540,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射
n3_wave_29_29l,N3,29,29L,1085,stitcher_large,1,0,1,1.4,80000000,1920002,1080,0,0,1,wave_leader,,1.15,N3工作簿首怪Boss；独立wave_leader身份；模型略大
n3_wave_30_30n1,N3,30,30N1,1086,flying_red_gargoyle,9,0,1,1.1,9600000,480002,1665,0,0,1,normal,,1,N3工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍
n3_wave_30_30l,N3,30,30L,1087,flying_red_gargoyle,1,0,1,1.1,9600000,480002,555,0,0,1,wave_leader,flying,1.15,N3工作簿首怪Boss；独立wave_leader身份；模型略大
n3_wave_30_30b,N3,30,30B,1088,boss_twinblade_demon,1,0,1,1.4,64000040,1280002,2994,1,1,1,assault_boss,flying,1,N3工作簿进攻Boss；独立assault_boss身份
n4_wave_01_1n1,N4,1,1N1,1000,humanoid_white_melee,14,0,1,1,1100,12,8,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：用户复核＋视频重新对齐；逐帧未发现明确飞行单位；当波未出现面板时保持该波空白，不把下一次点击上移。
n4_wave_02_2n1,N4,2,2N1,1001,humanoid_red_axe,14,0,1,1,1650,24,12,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：用户复核＋视频重新对齐；逐帧未发现明确飞行单位；当波未出现面板时保持该波空白，不把下一次点击上移。
n4_wave_03_3n1,N4,3,3N1,1002,skeleton_melee,14,0,1,1,3300,90,16,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：用户复核＋视频重新对齐；逐帧未发现明确飞行单位；当波未出现面板时保持该波空白，不把下一次点击上移。
n4_wave_04_4n1,N4,4,4N1,1003,orc_large_melee,2,0,1,1.2,5500,332,32,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：用户复核＋视频重新对齐；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_04_4n2,N4,4,4N2,1004,orc_small_axe,12,0,1,1,5500,332,32,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：用户复核＋视频重新对齐；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_04_4l,N4,4,4L,1005,orc_large_melee,1,0,1,1.2,55000,1322,64,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：W5开头残留面板归回W4；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_05_5n1,N4,5,5N1,1006,demon_purple_melee,14,0,1,1.1,11000,1102,32,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：用户复核＋视频重新对齐；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_05_5l,N4,5,5L,1007,demon_purple_melee,1,0,1,1.1,11000,1102,32,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：属性与同波LV5单位一致；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_05_5b,N4,5,5B,1008,boss_dreadlord,1,0,1,1.5,110050,7152,392,1,1,1,assault_boss,flying,1,N4工作簿进攻Boss；独立assault_boss身份；证据：面板确认；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_06_6n1,N4,6,6N1,1009,humanoid_white_melee,14,0,1,1,22000,2422,40,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_06_6l,N4,6,6L,1010,humanoid_white_melee,1,0,1,1,220000,9682,80,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_07_7n1,N4,7,7N1,1011,humanoid_red_axe,14,0,1,1,33000,4402,80,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_07_7l,N4,7,7L,1012,humanoid_red_axe,1,0,1,1,330000,17602,160,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_08_8n1,N4,8,8N1,1013,skeleton_melee,5,0,1,1,44000,4952,100,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板确认：同波低护甲组合；9只飞行小怪＋5只地面小怪；首怪Boss为飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_08_8n2,N4,8,8N2,1014,flying_red_gargoyle,9,0,1,1.1,44000,4952,300,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认：同波低护甲组合；9只飞行小怪＋5只地面小怪；首怪Boss为飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_08_8l,N4,8,8L,1015,flying_red_gargoyle,1,0,1,1.1,440000,19802,240,0,0,1,wave_leader,flying,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；9只飞行小怪＋5只地面小怪；首怪Boss为飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_09_9n1,N4,9,9N1,1016,orc_large_melee,2,0,1,1.2,55000,6602,120,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_09_9n2,N4,9,9N2,1017,orc_small_axe,12,0,1,1,55000,6602,120,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_09_9l,N4,9,9L,1018,orc_large_melee,1,0,1,1.2,550000,26402,240,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_10_10n1,N4,10,10N1,1019,demon_purple_melee,14,0,1,1.1,77000,8802,140,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_10_10l,N4,10,10L,1020,demon_purple_melee,1,0,1,1.1,77000,8802,140,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：属性与同波LV10单位一致；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_10_10b,N4,10,10B,1021,boss_dreadlord,1,0,1,1.5,330060,44002,1592,1,1,1,assault_boss,flying,1,N4工作簿进攻Boss；独立assault_boss身份；证据：面板确认；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_11_11n1,N4,11,11N1,1022,beast_green_large,10,0,1,1.2,110000,11002,160,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板确认：飞行变体为最低攻击；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_11_11n2,N4,11,11N2,1023,skeleton_bone,30,0,1,1,110000,11002,160,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板确认：飞行变体为最低攻击；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_11_11n3,N4,11,11N3,1024,flying_red_gargoyle,19,0,1,1.1,110000,11002,480,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认：飞行变体为最低攻击；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_11_11l,N4,11,11L,1025,beast_green_large,1,0,1,1.2,1100000,44002,320,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：W12开头残留面板归回W11；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_12_12n1,N4,12,12N1,1026,dragon_red_large,8,0,1,1.2,132000,6602,540,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板重新归位；纯飞行：59只小怪＋首怪Boss全部飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_12_12n2,N4,12,12N2,1027,dragon_red_small,51,0,1,1.1,132000,6602,540,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板重新归位；纯飞行：59只小怪＋首怪Boss全部飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_12_12l,N4,12,12L,1028,flying_red_gargoyle,1,0,1,1.1,1320000,26402,360,0,0,1,wave_leader,flying,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；纯飞行：59只小怪＋首怪Boss全部飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_13_13n1,N4,13,13N1,1029,orc_brown_large,13,0,1,1.2,330000,15402,240,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板确认：绿色变体为最低值；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_13_13n2,N4,13,13N2,1030,orc_brown_small,27,0,1,1,330000,15402,240,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板确认：绿色变体为最低值；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_13_13n3,N4,13,13N3,1031,flying_green_head,19,0,1,1.1,330000,15402,720,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认：绿色变体为最低值；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_13_13l,N4,13,13L,1032,orc_brown_large,1,0,1,1.2,3300000,61602,480,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：W14开头残留面板归回W13；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_14_14n1,N4,14,14N1,1033,dragon_purple_large,8,0,1,1.2,220000,5502,840,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板重新归位；纯飞行：59只小怪＋首怪Boss全部飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_14_14n2,N4,14,14N2,1034,dragon_purple_small,51,0,1,1.1,220000,5502,840,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板重新归位；纯飞行：59只小怪＋首怪Boss全部飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_14_14l,N4,14,14L,1035,flying_red_gargoyle,1,0,1,1.1,2200000,22002,560,0,0,1,wave_leader,flying,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；纯飞行：59只小怪＋首怪Boss全部飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_15_15n1,N4,15,15N1,1036,dwarf_white_rifle,59,0,1,1.4,440000,33002,320,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_15_15l,N4,15,15L,1037,dwarf_white_rifle,1,0,1,1.4,440000,33002,320,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：属性与同波LV15单位一致；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_15_15b,N4,15,15B,1038,boss_twinblade_demon,1,0,1,1.4,1650050,165002,3992,1,1,1,assault_boss,flying,1,N4工作簿进攻Boss；独立assault_boss身份；证据：面板确认；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_16_16n1,N4,16,16N1,1039,orc_longnose_large,8,0,1,1.3,550000,38502,360,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板确认：飞行变体为最低攻击/护甲；画面按2地面＋1飞行周期，计19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_16_16n2,N4,16,16N2,1040,orc_longnose_small,32,0,1,1.1,550000,38502,360,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板确认：飞行变体为最低攻击/护甲；画面按2地面＋1飞行周期，计19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_16_16n3,N4,16,16N3,1041,flying_carpet_mage,19,0,1,1.5,550000,38502,1080,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认：飞行变体为最低攻击/护甲；画面按2地面＋1飞行周期，计19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_16_16l,N4,16,16L,1042,orc_longnose_large,1,0,1,1.3,5500000,176002,800,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；画面按2地面＋1飞行周期，计19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_17_17n1,N4,17,17N1,1043,carpet_red_large,8,0,1,1.5,660000,55002,440,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_17_17n2,N4,17,17N2,1044,carpet_red_small,51,0,1,1.3,660000,55002,440,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_17_17l,N4,17,17L,1045,carpet_red_large,1,0,1,1.5,6600000,220002,880,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_18_18n1,N4,18,18N1,1046,undead_red_mage_large,7,0,1,1.6,770000,82502,480,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_18_18n2,N4,18,18N2,1047,undead_red_mage_small,26,0,1,1.5,770000,82502,480,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_18_18n3,N4,18,18N3,1048,golem_gray_small,26,0,1,1.3,770000,82502,480,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_18_18l,N4,18,18L,1049,undead_red_mage_large,1,0,1,1.6,7700000,330002,960,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_19_19n1,N4,19,19N1,1050,golem_gray_large,6,0,1,1.4,1100000,110002,520,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_19_19n2,N4,19,19N2,1051,golem_gray_small,53,0,1,1.3,1100000,110002,520,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_19_19l,N4,19,19L,1052,golem_gray_large,1,0,1,1.4,11000000,440002,1040,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_20_20n1,N4,20,20N1,1053,beast_striped_red,59,0,1,1,1210000,121002,520,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_20_20l,N4,20,20L,1054,beast_striped_red,1,0,1,1,1210000,121002,520,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：属性与同波LV20单位一致；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_20_20b,N4,20,20B,1055,boss_blade_demon,1,0,1,1.3,5500050,665502,3992,1,1,1,assault_boss,flying,1,N4工作簿进攻Boss；独立assault_boss身份；证据：面板确认；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_21_21n1,N4,21,21N1,1056,sea_beast_large,7,0,1,1.3,1650000,143002,520,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_21_21n2,N4,21,21N2,1057,sea_beast_small,52,0,1,1.2,1650000,143002,520,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_21_21l,N4,21,21L,1058,sea_beast_large,1,0,1,1.3,16500000,572002,1040,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：W22开头残留面板归回W21；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_22_22n1,N4,22,22N1,1059,armored_horned_large,5,0,1,1.3,2200000,165002,540,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_22_22n2,N4,22,22N2,1060,armored_horned_small,54,0,1,1.2,2200000,165002,540,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_22_22l,N4,22,22L,1061,armored_horned_large,1,0,1,1.3,22000000,660002,1080,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_23_23n1,N4,23,23N1,1062,dragon_black_red_large,6,0,1,1.3,2750000,198002,1680,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板重新归位；59只小怪＋首怪Boss全部飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_23_23n2,N4,23,23N2,1063,dragon_black_red_small,53,0,1,1.2,2750000,198002,1680,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板重新归位；59只小怪＋首怪Boss全部飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_23_23l,N4,23,23L,1064,flying_red_gargoyle,1,0,1,1.1,27500000,792002,1120,0,0,1,wave_leader,flying,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；59只小怪＋首怪Boss全部飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_24_24n1,N4,24,24N1,1065,stitcher_large,4,0,1,1.4,3300000,220002,600,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板确认：三种变体分别取最低值；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_24_24n2,N4,24,24N2,1066,stitcher_small,18,0,1,1.3,3300000,220002,600,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板确认：三种变体分别取最低值；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_24_24n3,N4,24,24N3,1067,humanoid_red_sword,18,0,1,1,3300000,220002,600,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板确认：三种变体分别取最低值；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
