technology_id,technology_group,display_name,technology_track,technology_phase,unlock_technology_group,unlock_required_level,level,max_level,gold_cost,wood_cost,value_per_level,visible_condition,prerequisite_id,effect_type,effect_value,enabled,review_status,notes,shop_enabled,shop_category_id,shop_sort_order,required_city_level,requires_vip,requires_hero_summoned,required_rebirth_level,requires_building_id,requires_content_id,purchase_limit,disabled_reason_text,grant_type,icon_name,encounter_id
lumberjack_crit_lv7,lumberjack_crit,伐木工暴击,basic,1,,0,7,10,12000,30500,3,,,lumberjack_critical_chance_pct,21,1,ok,所有伐木工暴击率每级提高3%。,1,technology,137,1,0,0,0,,,0,,technology_level,,
lumberjack_crit_lv8,lumberjack_crit,伐木工暴击,basic,1,,0,8,10,14000,35500,3,,,lumberjack_critical_chance_pct,24,1,ok,所有伐木工暴击率每级提高3%。,1,technology,138,1,0,0,0,,,0,,technology_level,,
lumberjack_crit_lv9,lumberjack_crit,伐木工暴击,basic,1,,0,9,10,16000,40500,3,,,lumberjack_critical_chance_pct,27,1,ok,所有伐木工暴击率每级提高3%。,1,technology,139,1,0,0,0,,,0,,technology_level,,
lumberjack_crit_lv10,lumberjack_crit,伐木工暴击,basic,1,,0,10,10,18000,45500,3,,,lumberjack_critical_chance_pct,30,1,ok,所有伐木工暴击率每级提高3%。,1,technology,140,1,0,0,0,,,0,,technology_level,,
lumberjack_efficiency_01,lumberjack_efficiency,伐木效率 Lv.1,basic,1,,0,1,10,0,200,1,,,lumberjack_wood_per_hit,1,1,ok,所有伐木工每次采集木材增加1。,1,technology,121,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_02,lumberjack_efficiency,伐木效率 Lv.2,basic,1,,0,2,10,0,500,1,,,lumberjack_wood_per_hit,2,1,ok,所有伐木工每次采集木材增加1。,1,technology,122,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_03,lumberjack_efficiency,伐木效率 Lv.3,basic,1,,0,3,10,0,800,1,,,lumberjack_wood_per_hit,3,1,ok,所有伐木工每次采集木材增加1。,1,technology,123,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_04,lumberjack_efficiency,伐木效率 Lv.4,basic,1,,0,4,10,0,1100,1,,,lumberjack_wood_per_hit,4,1,ok,所有伐木工每次采集木材增加1。,1,technology,124,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_05,lumberjack_efficiency,伐木效率 Lv.5,basic,1,,0,5,10,0,1400,1,,,lumberjack_wood_per_hit,5,1,ok,所有伐木工每次采集木材增加1。,1,technology,125,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_06,lumberjack_efficiency,伐木效率 Lv.6,basic,1,,0,6,10,0,1700,1,,,lumberjack_wood_per_hit,6,1,ok,所有伐木工每次采集木材增加1。,1,technology,126,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_07,lumberjack_efficiency,伐木效率 Lv.7,basic,1,,0,7,10,0,2000,1,,,lumberjack_wood_per_hit,7,1,ok,所有伐木工每次采集木材增加1。,1,technology,127,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_08,lumberjack_efficiency,伐木效率 Lv.8,basic,1,,0,8,10,0,2300,1,,,lumberjack_wood_per_hit,8,1,ok,所有伐木工每次采集木材增加1。,1,technology,128,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_09,lumberjack_efficiency,伐木效率 Lv.9,basic,1,,0,9,10,0,2600,1,,,lumberjack_wood_per_hit,9,1,ok,所有伐木工每次采集木材增加1。,1,technology,129,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_10,lumberjack_efficiency,伐木效率 Lv.10,basic,1,,0,10,10,0,2900,10,,,lumberjack_wood_per_hit,10,1,ok,所有伐木工每次采集木材增加1。,1,technology,130,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_phase2_11,lumberjack_efficiency,伐木效率 Lv.11,basic,2,,0,11,20,0,3200,11,,,lumberjack_wood_per_hit,11,1,ok,所有伐木工每次采集木材增加1。,1,technology,141,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_phase2_12,lumberjack_efficiency,伐木效率 Lv.12,basic,2,,0,12,20,0,3500,12,,,lumberjack_wood_per_hit,12,1,ok,所有伐木工每次采集木材增加1。,1,technology,142,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_phase2_13,lumberjack_efficiency,伐木效率 Lv.13,basic,2,,0,13,20,0,3800,13,,,lumberjack_wood_per_hit,13,1,ok,所有伐木工每次采集木材增加1。,1,technology,143,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_phase2_14,lumberjack_efficiency,伐木效率 Lv.14,basic,2,,0,14,20,0,4100,14,,,lumberjack_wood_per_hit,14,1,ok,所有伐木工每次采集木材增加1。,1,technology,144,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_phase2_15,lumberjack_efficiency,伐木效率 Lv.15,basic,2,,0,15,20,0,4400,15,,,lumberjack_wood_per_hit,15,1,ok,所有伐木工每次采集木材增加1。,1,technology,145,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_phase2_16,lumberjack_efficiency,伐木效率 Lv.16,basic,2,,0,16,20,0,4700,16,,,lumberjack_wood_per_hit,16,1,ok,所有伐木工每次采集木材增加1。,1,technology,146,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_phase2_17,lumberjack_efficiency,伐木效率 Lv.17,basic,2,,0,17,20,0,5000,17,,,lumberjack_wood_per_hit,17,1,ok,所有伐木工每次采集木材增加1。,1,technology,147,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_phase2_18,lumberjack_efficiency,伐木效率 Lv.18,basic,2,,0,18,20,0,5300,18,,,lumberjack_wood_per_hit,18,1,ok,所有伐木工每次采集木材增加1。,1,technology,148,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_phase2_19,lumberjack_efficiency,伐木效率 Lv.19,basic,2,,0,19,20,0,5600,19,,,lumberjack_wood_per_hit,19,1,ok,所有伐木工每次采集木材增加1。,1,technology,149,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
lumberjack_efficiency_phase2_20,lumberjack_efficiency,伐木效率 Lv.20,basic,2,,0,20,20,0,5900,20,,,lumberjack_wood_per_hit,20,1,ok,所有伐木工每次采集木材增加1。,1,technology,150,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
tower_attack_01,tower_attack,防御塔强化 Lv.1,basic,1,,0,1,10,0,300,200,,,tower_attack_flat,200,1,ok,所有防御塔攻击力每级提高200。,1,technology,141,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_02,tower_attack,防御塔强化 Lv.2,basic,1,,0,2,10,0,500,400,,,tower_attack_flat,400,1,ok,所有防御塔攻击力每级提高200。,1,technology,142,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_03,tower_attack,防御塔强化 Lv.3,basic,1,,0,3,10,0,700,600,,,tower_attack_flat,600,1,ok,所有防御塔攻击力每级提高200。,1,technology,143,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_04,tower_attack,防御塔强化 Lv.4,basic,1,,0,4,10,0,900,800,,,tower_attack_flat,800,1,ok,所有防御塔攻击力每级提高200。,1,technology,144,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_05,tower_attack,防御塔强化 Lv.5,basic,1,,0,5,10,0,1100,1000,,,tower_attack_flat,1000,1,ok,所有防御塔攻击力每级提高200。,1,technology,145,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_06,tower_attack,防御塔强化 Lv.6,basic,1,,0,6,10,0,1300,1200,,,tower_attack_flat,1200,1,ok,所有防御塔攻击力每级提高200。,1,technology,146,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_07,tower_attack,防御塔强化 Lv.7,basic,1,,0,7,10,0,1500,1400,,,tower_attack_flat,1400,1,ok,所有防御塔攻击力每级提高200。,1,technology,147,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_08,tower_attack,防御塔强化 Lv.8,basic,1,,0,8,10,0,1700,1600,,,tower_attack_flat,1600,1,ok,所有防御塔攻击力每级提高200。,1,technology,148,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_09,tower_attack,防御塔强化 Lv.9,basic,1,,0,9,10,0,1900,1800,,,tower_attack_flat,1800,1,ok,所有防御塔攻击力每级提高200。,1,technology,149,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_10,tower_attack,防御塔强化 Lv.10,basic,1,,0,10,10,0,2100,2000,,,tower_attack_flat,2000,1,ok,所有防御塔攻击力每级提高200。,1,technology,150,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_phase2_11,tower_attack,防御塔强化 Lv.11,basic,2,,0,11,20,0,2300,2200,,,tower_attack_flat,2200,1,ok,所有防御塔攻击力每级提高200。,1,technology,161,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_phase2_12,tower_attack,防御塔强化 Lv.12,basic,2,,0,12,20,0,2500,2400,,,tower_attack_flat,2400,1,ok,所有防御塔攻击力每级提高200。,1,technology,162,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_phase2_13,tower_attack,防御塔强化 Lv.13,basic,2,,0,13,20,0,2700,2600,,,tower_attack_flat,2600,1,ok,所有防御塔攻击力每级提高200。,1,technology,163,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_phase2_14,tower_attack,防御塔强化 Lv.14,basic,2,,0,14,20,0,2900,2800,,,tower_attack_flat,2800,1,ok,所有防御塔攻击力每级提高200。,1,technology,164,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_phase2_15,tower_attack,防御塔强化 Lv.15,basic,2,,0,15,20,0,3100,3000,,,tower_attack_flat,3000,1,ok,所有防御塔攻击力每级提高200。,1,technology,165,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_phase2_16,tower_attack,防御塔强化 Lv.16,basic,2,,0,16,20,0,3300,3200,,,tower_attack_flat,3200,1,ok,所有防御塔攻击力每级提高200。,1,technology,166,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_phase2_17,tower_attack,防御塔强化 Lv.17,basic,2,,0,17,20,0,3500,3400,,,tower_attack_flat,3400,1,ok,所有防御塔攻击力每级提高200。,1,technology,167,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_phase2_18,tower_attack,防御塔强化 Lv.18,basic,2,,0,18,20,0,3700,3600,,,tower_attack_flat,3600,1,ok,所有防御塔攻击力每级提高200。,1,technology,168,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_phase2_19,tower_attack,防御塔强化 Lv.19,basic,2,,0,19,20,0,3900,3800,,,tower_attack_flat,3800,1,ok,所有防御塔攻击力每级提高200。,1,technology,169,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
tower_attack_phase2_20,tower_attack,防御塔强化 Lv.20,basic,2,,0,20,20,0,4100,4000,,,tower_attack_flat,4000,1,ok,所有防御塔攻击力每级提高200。,1,technology,170,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
wall_health_01,wall_health,城墙强化 Lv.1,basic,1,,0,1,10,0,200,15,,,wall_health_pct,15,1,ok,所有城墙生命值每级提高15%。,1,technology,161,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_02,wall_health,城墙强化 Lv.2,basic,1,,0,2,10,0,500,30,,,wall_health_pct,30,1,ok,所有城墙生命值每级提高15%。,1,technology,162,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_03,wall_health,城墙强化 Lv.3,basic,1,,0,3,10,0,800,45,,,wall_health_pct,45,1,ok,所有城墙生命值每级提高15%。,1,technology,163,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_04,wall_health,城墙强化 Lv.4,basic,1,,0,4,10,0,1100,60,,,wall_health_pct,60,1,ok,所有城墙生命值每级提高15%。,1,technology,164,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_05,wall_health,城墙强化 Lv.5,basic,1,,0,5,10,0,1400,75,,,wall_health_pct,75,1,ok,所有城墙生命值每级提高15%。,1,technology,165,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_06,wall_health,城墙强化 Lv.6,basic,1,,0,6,10,0,1700,90,,,wall_health_pct,90,1,ok,所有城墙生命值每级提高15%。,1,technology,166,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_07,wall_health,城墙强化 Lv.7,basic,1,,0,7,10,0,2000,105,,,wall_health_pct,105,1,ok,所有城墙生命值每级提高15%。,1,technology,167,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_08,wall_health,城墙强化 Lv.8,basic,1,,0,8,10,0,2300,120,,,wall_health_pct,120,1,ok,所有城墙生命值每级提高15%。,1,technology,168,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_09,wall_health,城墙强化 Lv.9,basic,1,,0,9,10,0,2600,135,,,wall_health_pct,135,1,ok,所有城墙生命值每级提高15%。,1,technology,169,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_10,wall_health,城墙强化 Lv.10,basic,1,,0,10,10,0,2900,150,,,wall_health_pct,150,1,ok,所有城墙生命值每级提高15%。,1,technology,170,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_phase2_11,wall_health,城墙强化 Lv.11,basic,2,,0,11,20,0,3200,165,,,wall_health_pct,165,1,ok,所有城墙生命值每级提高15%。,1,technology,181,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_phase2_12,wall_health,城墙强化 Lv.12,basic,2,,0,12,20,0,3500,180,,,wall_health_pct,180,1,ok,所有城墙生命值每级提高15%。,1,technology,182,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_phase2_13,wall_health,城墙强化 Lv.13,basic,2,,0,13,20,0,3800,195,,,wall_health_pct,195,1,ok,所有城墙生命值每级提高15%。,1,technology,183,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_phase2_14,wall_health,城墙强化 Lv.14,basic,2,,0,14,20,0,4100,210,,,wall_health_pct,210,1,ok,所有城墙生命值每级提高15%。,1,technology,184,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_phase2_15,wall_health,城墙强化 Lv.15,basic,2,,0,15,20,0,4400,225,,,wall_health_pct,225,1,ok,所有城墙生命值每级提高15%。,1,technology,185,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_phase2_16,wall_health,城墙强化 Lv.16,basic,2,,0,16,20,0,4700,240,,,wall_health_pct,240,1,ok,所有城墙生命值每级提高15%。,1,technology,186,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_phase2_17,wall_health,城墙强化 Lv.17,basic,2,,0,17,20,0,5000,255,,,wall_health_pct,255,1,ok,所有城墙生命值每级提高15%。,1,technology,187,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_phase2_18,wall_health,城墙强化 Lv.18,basic,2,,0,18,20,0,5300,270,,,wall_health_pct,270,1,ok,所有城墙生命值每级提高15%。,1,technology,188,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_phase2_19,wall_health,城墙强化 Lv.19,basic,2,,0,19,20,0,5600,285,,,wall_health_pct,285,1,ok,所有城墙生命值每级提高15%。,1,technology,189,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
wall_health_phase2_20,wall_health,城墙强化 Lv.20,basic,2,,0,20,20,0,5900,300,,,wall_health_pct,300,1,ok,所有城墙生命值每级提高15%。,1,technology,190,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_lumberjack_speed_01,advanced_lumberjack_speed,高级伐木工速度 Lv.1,advanced,0,lumberjack_speed,10,1,30,1000,5000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,301,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_02,advanced_lumberjack_speed,高级伐木工速度 Lv.2,advanced,0,lumberjack_speed,10,2,30,2000,6000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,302,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_03,advanced_lumberjack_speed,高级伐木工速度 Lv.3,advanced,0,lumberjack_speed,10,3,30,3000,7000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,303,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_04,advanced_lumberjack_speed,高级伐木工速度 Lv.4,advanced,0,lumberjack_speed,10,4,30,4000,8000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,304,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_05,advanced_lumberjack_speed,高级伐木工速度 Lv.5,advanced,0,lumberjack_speed,10,5,30,5000,9000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,305,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_06,advanced_lumberjack_speed,高级伐木工速度 Lv.6,advanced,0,lumberjack_speed,10,6,30,6000,10000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,306,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_07,advanced_lumberjack_speed,高级伐木工速度 Lv.7,advanced,0,lumberjack_speed,10,7,30,7000,11000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,307,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_08,advanced_lumberjack_speed,高级伐木工速度 Lv.8,advanced,0,lumberjack_speed,10,8,30,8000,12000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,308,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_09,advanced_lumberjack_speed,高级伐木工速度 Lv.9,advanced,0,lumberjack_speed,10,9,30,9000,13000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,309,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_10,advanced_lumberjack_speed,高级伐木工速度 Lv.10,advanced,0,lumberjack_speed,10,10,30,10000,14000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,310,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_11,advanced_lumberjack_speed,高级伐木工速度 Lv.11,advanced,0,lumberjack_speed,10,11,30,11000,15000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,311,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_12,advanced_lumberjack_speed,高级伐木工速度 Lv.12,advanced,0,lumberjack_speed,10,12,30,12000,16000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,312,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_13,advanced_lumberjack_speed,高级伐木工速度 Lv.13,advanced,0,lumberjack_speed,10,13,30,13000,17000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,313,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_14,advanced_lumberjack_speed,高级伐木工速度 Lv.14,advanced,0,lumberjack_speed,10,14,30,14000,18000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,314,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_15,advanced_lumberjack_speed,高级伐木工速度 Lv.15,advanced,0,lumberjack_speed,10,15,30,15000,19000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,315,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_16,advanced_lumberjack_speed,高级伐木工速度 Lv.16,advanced,0,lumberjack_speed,10,16,30,16000,20000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,316,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_17,advanced_lumberjack_speed,高级伐木工速度 Lv.17,advanced,0,lumberjack_speed,10,17,30,17000,21000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,317,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_18,advanced_lumberjack_speed,高级伐木工速度 Lv.18,advanced,0,lumberjack_speed,10,18,30,18000,22000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,318,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_19,advanced_lumberjack_speed,高级伐木工速度 Lv.19,advanced,0,lumberjack_speed,10,19,30,19000,23000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,319,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_20,advanced_lumberjack_speed,高级伐木工速度 Lv.20,advanced,0,lumberjack_speed,10,20,30,20000,24000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,320,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_21,advanced_lumberjack_speed,高级伐木工速度 Lv.21,advanced,0,lumberjack_speed,10,21,30,21000,25000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,321,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_22,advanced_lumberjack_speed,高级伐木工速度 Lv.22,advanced,0,lumberjack_speed,10,22,30,22000,26000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,322,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_23,advanced_lumberjack_speed,高级伐木工速度 Lv.23,advanced,0,lumberjack_speed,10,23,30,23000,27000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,323,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_24,advanced_lumberjack_speed,高级伐木工速度 Lv.24,advanced,0,lumberjack_speed,10,24,30,24000,28000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,324,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_25,advanced_lumberjack_speed,高级伐木工速度 Lv.25,advanced,0,lumberjack_speed,10,25,30,25000,29000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,325,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_26,advanced_lumberjack_speed,高级伐木工速度 Lv.26,advanced,0,lumberjack_speed,10,26,30,26000,30000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,326,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_27,advanced_lumberjack_speed,高级伐木工速度 Lv.27,advanced,0,lumberjack_speed,10,27,30,27000,31000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,327,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_28,advanced_lumberjack_speed,高级伐木工速度 Lv.28,advanced,0,lumberjack_speed,10,28,30,28000,32000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,328,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_29,advanced_lumberjack_speed,高级伐木工速度 Lv.29,advanced,0,lumberjack_speed,10,29,30,29000,33000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,329,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_speed_30,advanced_lumberjack_speed,高级伐木工速度 Lv.30,advanced,0,lumberjack_speed,10,30,30,30000,34000,0.01,,lumberjack_speed_10,lumberjack_attack_interval_flat,0.01,1,ok,高级：普通伐木工速度达到Lv.10后解锁；普通速度最高Lv.10。,1,technology,330,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_01,advanced_lumberjack_efficiency,高级伐木效率 Lv.1,advanced,0,lumberjack_efficiency,10,1,30,5000,1000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,3,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,341,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_02,advanced_lumberjack_efficiency,高级伐木效率 Lv.2,advanced,0,lumberjack_efficiency,10,2,30,6000,1500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,6,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,342,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
