item_id,display_name,item_type,duration_type,duration_text,description,quality,icon_type,icon,duplicate_points,exchange_points,exchange_enabled,effect_ids,effect_values,effect_status,source_row,enabled,review_status,notes
lottery_mountain_sea_kunpeng,山海鲲鹏,积分道具,permanent,永久,英雄初始属性+150000 英雄造成伤害加攻击+40 英雄暴击伤害+150% 英雄攻击减甲+20 英雄攻击全属性+20 英雄全属性加成+20% 英雄最终伤害+20% 星悦积分+200 每有一条鱼英雄额外获得全属性加成0.05%,ur,item,item_daedalus,1000,5000,1,hero_initial_attributes|hero_damage_attack_growth|hero_critical_damage_bonus_pct|hero_attack_armor_reduction|hero_attribute_growth|hero_attribute_bonus_pct|hero_final_damage_bonus_pct,150000|40|150|20|20|20|20,partial,73,1,needs_confirmation,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_reincarnation_immortal_stele,轮回仙碑,积分道具,permanent,永久,英雄每秒属性+1500 英雄攻击加成+20% 英雄全属性加成+20 英雄最终伤害+20% 英雄攻击减甲+20 星悦积分+200 每获得1次胜利英雄最终伤害+0.07%（苟发育没说上限 但是咱默认个5000次吧）,ur,item,item_daedalus,1000,5000,1,hero_attributes_per_second|hero_attack_bonus_pct|hero_attribute_bonus_pct|hero_final_damage_bonus_pct|hero_attack_armor_reduction,1500|20|20|20|20,partial,74,1,needs_confirmation,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_ancient_pine_fortification,苍松固城,积分道具,permanent,永久,墙护甲+30 墙每秒护甲+0.1 墙生命加成+10% 墙护甲加成+10% 墙每秒生命+10 星悦积分+88,ssr,item,item_crimson_guard,400,2388,1,wall_armor|wall_armor_per_second|wall_health_bonus_pct|wall_armor_bonus_pct|wall_health_per_second,30|0.1|10|10|10,implemented,75,1,needs_confirmation,原表标记低置信；名称与静态数值已按当前工作簿录入。
lottery_woodcraft_grandmaster,研木宗师,积分道具,permanent,永久,金矿效率+10% 伐木效率+2 每秒金币+10 每秒木材+10 伐木工攻速+10% 星悦积分+88,ssr,item,item_ogre_axe,400,2388,1,gold_mine_efficiency_pct|lumberjack_efficiency|gold_per_second|wood_per_second|lumberjack_attack_speed_bonus_pct,10|2|10|10|10,implemented,76,1,needs_confirmation,原表标记低置信；名称与静态数值已按当前工作簿录入。
lottery_forestcast_thousand_bolts,林铸千矢,积分道具,permanent,永久,箭塔攻速+15% 箭塔最终伤害+15% 箭塔攻击减甲+0.1 箭塔每秒攻击+20 箭塔造成伤害攻击+3 星悦积分+88,ssr,item,item_mjollnir,400,2388,1,tower_attack_speed_bonus_pct|tower_final_damage_bonus_pct|tower_attack_armor_reduction|tower_attack_per_second|tower_damage_attack_growth,15|15|0.1|20|3,implemented,77,1,ok,
lottery_emerald_wood_origin,翠木归元,积分道具,permanent,永久,英雄攻击全属性+5 英雄全属性加成+8% 英雄攻击减甲+4 英雄攻击速度加成+10% 英雄最终伤害+10% 星悦积分+88,ssr,item,item_daedalus,400,2388,1,hero_attribute_growth|hero_attribute_bonus_pct|hero_attack_armor_reduction|hero_attack_speed_bonus_pct|hero_final_damage_bonus_pct,5|8|4|10|10,implemented,78,1,ok,
lottery_dimensional_barrier,次元屏障,积分道具,permanent,永久,地图等级+1 墙减伤+10% 墙护甲+500 墙每秒护甲+012 英雄最终伤害+15% 英雄全属性加成+15% 英雄攻击全属性+15 英雄攻击减甲+15 英雄造成伤害攻击+15 墙获得屏障 效果是吸收等值血量的伤害 刷新间隔40秒 持续10秒,ur,item,item_crimson_guard,1000,5000,1,wall_damage_reduction_pct|wall_armor|wall_armor_per_second|hero_final_damage_bonus_pct|hero_attribute_bonus_pct|hero_attribute_growth|hero_attack_armor_reduction|hero_damage_attack_growth|map_level,10|500|0.12|15|15|15|15|15|1,partial,79,1,ok,来源“012”按0.12解释；周期屏障属于待实现的复杂机制。
lottery_orbital_cannon_core,轨道炮核心,积分道具,permanent,永久,英雄攻击间隔-0.03英雄初始属性+20W英雄造成伤害加攻击+40英雄暴击伤害+150%英雄攻击减甲+20英雄攻击全属性+20英雄全属性加成+20%英雄最终伤害+20%在城墙处架设一台轨道炮每波开始(包含无尽)时将会自动释放每0.5秒造成英雄全属性*10的伤害并触发英雄攻击减甲与英雄造成伤害加属性持续10秒内置冷却10（功能可以修改为 英雄10转之后可以建造一个新箭塔 效果为攻击间隔0.5 攻速100% 拥有一个技能 刀刀烈火 造成英雄全属性X10伤害 没有多重效果 继承英雄减甲且造成伤害增加英雄全属性 加多少全属性跟英雄一样）,ur,item,item_crimson_guard,1000,5000,1,hero_attack_interval_reduction|hero_initial_attributes|hero_damage_attack_growth|hero_critical_damage_bonus_pct|hero_attack_armor_reduction|hero_attribute_growth|hero_attribute_bonus_pct|hero_final_damage_bonus_pct,0.03|200000|40|150|20|20|20|20,partial,80,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_dragon_knight_vanguard_mk1,龙骑尖兵1型,积分道具,permanent,永久,效果待策划补充,ur,item,item_ultimate_scepter,1000,5000,0,,,missing_source,81,0,needs_confirmation,Excel效果单元格为空；为避免抽到无效果道具暂不入池且不可兑换。
lottery_nano_cluster,纳米集群,积分道具,permanent,永久,英雄攻击减甲百分比+8%英雄最终伤害+20%英雄全属性加成+20%英雄攻击全属性+20英雄造成伤害加攻击20英雄攻击减甲+20星悦积分+200对进攻BOSS触发双倍攻击减甲效果,ur,item,item_daedalus,1000,5000,1,hero_attack_armor_reduction_pct|hero_final_damage_bonus_pct|hero_attribute_bonus_pct|hero_attribute_growth|hero_damage_attack_growth|hero_attack_armor_reduction,8|20|20|20|20|20,partial,82,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_cyber_overlord,赛博主宰,积分道具,permanent,永久,英雄攻击属性效率+8% 英雄最终伤害+25%英雄攻击减甲+25英雄全属性加成+25%英雄攻击全属性+25英雄暴击伤害+200%星悦积分+200获得英雄翅膀:赛博主宰（后续再做皮肤） 购买后自动激活,ur,item,item_daedalus,1000,5000,1,hero_attack_attribute_efficiency_pct|hero_final_damage_bonus_pct|hero_attack_armor_reduction|hero_attribute_bonus_pct|hero_attribute_growth|hero_critical_damage_bonus_pct,8|25|25|25|25|200,partial,83,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_neural_reconstruction_module,神经重构模块,积分道具,permanent,永久,箭塔攻击减甲+1箭塔最终伤害+30%箭塔攻击加成+35%英雄全属性加成+15%英雄最终伤害+15%英雄造成伤害加攻击+35英雄攻击全属性+15%终极塔花费资源融合进英雄继承其攻击力与50%的攻击减甲合成前最终伤害与暴击伤害并且附带自动学习暴风雪减速技能融合后英雄如果是龙骑尖兵将会进化 （就先加属性吧 太难 后续攻坚）,ur,item,item_mjollnir,1000,5000,1,tower_attack_armor_reduction|tower_final_damage_bonus_pct|tower_attack_bonus_pct|hero_attribute_bonus_pct|hero_final_damage_bonus_pct|hero_damage_attack_growth|hero_attribute_growth,1|30|35|15|15|35|15,partial,84,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_void_signal_terminal,虚空信号终端,积分道具,permanent,永久,每秒金币+70每秒木材+70伐木效率+15金矿效率+25%英雄全属性加成+15%英雄最终伤害+15%英雄每秒属性+2000英雄攻击加成+20%星悦积分+200每日必定掉落一件双传说词条存档装备（后续攻坚）,ur,item,item_ogre_axe,1000,5000,1,gold_per_second|wood_per_second|lumberjack_efficiency|gold_mine_efficiency_pct|hero_attribute_bonus_pct|hero_final_damage_bonus_pct|hero_attributes_per_second|hero_attack_bonus_pct,70|70|15|25|15|15|2000|20,partial,85,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_nitride_alloy_wall,氮化合金护墙,积分道具,permanent,永久,墙护甲+30墙每秒护甲+0.1墙生命加成+10%墙护甲加成+10%墙每秒生命+10星悦积分+88购买后自动激活,ssr,item,item_crimson_guard,400,2388,1,wall_armor|wall_armor_per_second|wall_health_bonus_pct|wall_armor_bonus_pct|wall_health_per_second,30|0.1|10|10|10,implemented,86,1,ok,
lottery_data_unit,数据单元,积分道具,permanent,永久,金矿效率+10%伐木效率+2每秒金币+10每秒木材+10伐木工攻速+10%星悦积分+88购买后自动激活,ssr,item,item_ogre_axe,400,2388,1,gold_mine_efficiency_pct|lumberjack_efficiency|gold_per_second|wood_per_second|lumberjack_attack_speed_bonus_pct,10|2|10|10|10,implemented,87,1,ok,
lottery_pulse_conduction_turret,脉冲传导炮台,积分道具,permanent,永久,箭塔攻速+15% 箭塔最终伤害+15%箭塔攻击减甲+0.1箭塔每秒攻击+20箭塔造成伤害加攻击+3星悦积分+88 购买后自动激活,ssr,item,item_mjollnir,400,2388,1,tower_attack_speed_bonus_pct|tower_final_damage_bonus_pct|tower_attack_armor_reduction|tower_attack_per_second|tower_damage_attack_growth,15|15|0.1|20|3,implemented,88,1,ok,
lottery_cybernetic_implant,义体插件,积分道具,permanent,永久,英雄攻击全属性+5英雄全属性加成+8%英雄攻击减甲+4英雄攻击加成+10%英雄最终伤害10%星悦积分+88购买后自动激活,ssr,item,item_daedalus,400,2388,1,hero_attribute_growth|hero_attribute_bonus_pct|hero_attack_armor_reduction|hero_attack_bonus_pct|hero_final_damage_bonus_pct,5|8|4|10|10,implemented,89,1,ok,
lottery_crystalline_armor,晶态护甲,积分道具,permanent,永久,墙护甲+30墙每秒护甲+0.1生命加成+10%墙护甲加成+10%墙每秒生命+10英雄全属性加成+8%星悦积分+88购买后自动激活,ssr,item,item_crimson_guard,400,2388,1,wall_armor|wall_armor_per_second|wall_health_bonus_pct|wall_armor_bonus_pct|wall_health_per_second|hero_attribute_bonus_pct,30|0.1|10|10|10|8,implemented,90,1,ok,
lottery_signal_hub,信号枢纽,积分道具,permanent,永久,金矿效率+10%伐木效率+2每秒金币+10每秒木材+10伐木工攻速+10%英雄全属性加成+8%星悦积分+88购买后自动激活,ssr,item,item_ogre_axe,400,2388,1,gold_mine_efficiency_pct|lumberjack_efficiency|gold_per_second|wood_per_second|lumberjack_attack_speed_bonus_pct|hero_attribute_bonus_pct,10|2|10|10|10|8,implemented,91,1,ok,
lottery_magnetic_disruption_turret,磁扰炮台,积分道具,permanent,永久,箭塔攻速+15%箭塔最终伤害+15%箭塔攻击减甲+0.1箭塔每秒攻击+20箭塔造成伤害加攻击+3英雄全属性加成+8%星悦积分+88购买后自动激活,ssr,item,item_mjollnir,400,2388,1,tower_attack_speed_bonus_pct|tower_final_damage_bonus_pct|tower_attack_armor_reduction|tower_attack_per_second|tower_damage_attack_growth|hero_attribute_bonus_pct,15|15|0.1|20|3|8,implemented,92,1,ok,
lottery_rift_implant,裂痕插件,积分道具,permanent,永久,英雄攻击全属性+8 英雄全属性加成+8% 英雄攻击减甲+8 英雄攻击加成+10% 英雄最终伤害10% 星悦积分+88 购买后自动激活,ssr,item,item_daedalus,400,2388,1,hero_attribute_growth|hero_attribute_bonus_pct|hero_attack_armor_reduction|hero_attack_bonus_pct|hero_final_damage_bonus_pct,8|8|8|10|10,implemented,93,1,ok,
